trade_id,fold,timestamp_entry,timestamp_exit,direction,regime,setup,alpha_proba,meta_proba,approved_risk,actual_risk_percent,risk_amount,lot_size,entry_price,sl_price,tp_price,exit_price,exit_reason,r_gross,r_net,pnl_gross,pnl_net,commission,total_cost,monetary_loss_at_sl,equity_before,equity_after,daily_dd_before,total_dd_before,decision_id
t05_00079,5,2025-07-23 10:00:00+00:00,2025-07-23 12:00:00+00:00,LONG,,PULLBACK,0.669549,0.711006,0.003,0.0028,310.99,0.12,3425.6868,3401.5023,3474.0557,3431.13,TIMEOUT,0.210036,0.158581,65.32,49.32,0.84,16.0,290.21,103664.06,103713.37,0.0,0.0,dec_20260711T124151150568
t05_00080,5,2025-08-01 15:00:00+00:00,2025-08-01 17:00:00+00:00,LONG,,CONTINUATION,0.948299,0.981117,0.0025,0.002158,259.28,0.04,3301.0192,3245.0541,3412.9496,3345.9,TIMEOUT,0.69239,0.672358,179.52,174.33,0.28,5.19,223.86,103713.37,103887.7,0.0,0.0,dec_20260711T124152030252
t05_00081,5,2025-08-01 17:00:00+00:00,2025-08-01 19:00:00+00:00,LONG,,CONTINUATION,0.633093,0.773518,0.0025,0.002461,259.72,0.04,3342.7168,3278.8026,3470.545,3347.355,TIMEOUT,0.071435,0.051513,18.55,13.38,0.28,5.17,255.66,103887.7,103901.08,0.0,0.0,dec_20260711T124152043731
t05_00082,5,2025-08-04 15:00:00+00:00,2025-08-04 17:00:00+00:00,LONG,,PULLBACK,0.805532,0.754085,0.003,0.002946,311.7,0.08,3371.0493,3332.7869,3447.5739,3374.045,TIMEOUT,0.076888,0.043561,23.97,13.58,0.56,10.39,306.1,103901.08,103914.66,0.0,0.0,dec_20260711T124152114057
t05_00083,5,2025-08-06 14:00:00+00:00,2025-08-06 16:00:00+00:00,LONG,,RANGE_EDGE_REJECTION,0.684561,0.770882,0.0021,0.001928,218.22,0.07,3364.2793,3335.6575,3421.5228,3371.725,TIMEOUT,0.238843,0.197511,52.12,43.1,0.49,9.02,200.35,103914.66,103957.76,0.0,0.0,dec_20260711T124152387892
t05_00084,5,2025-08-07 17:00:00+00:00,2025-08-07 19:00:00+00:00,LONG,,CONTINUATION,0.751356,0.704132,0.003,0.002586,311.87,0.06,3385.6042,3340.7996,3475.2135,3388.85,TIMEOUT,0.062444,0.037463,19.47,11.68,0.42,7.79,268.83,103957.76,103969.44,0.0,0.0,dec_20260711T124152528954
t05_00085,5,2025-08-13 10:00:00+00:00,2025-08-13 12:00:00+00:00,LONG,,PULLBACK,0.772664,0.675987,0.0025,0.002294,259.92,0.1,3357.7693,3333.916,3405.4757,3364.645,TIMEOUT,0.264533,0.212652,68.76,55.27,0.7,13.48,238.53,103969.44,104024.72,0.0,0.0,dec_20260711T124153032150
t05_00086,5,2025-08-14 01:00:00+00:00,2025-08-14 03:00:00+00:00,LONG,,FAIR_VALUE_GAP,0.713204,0.877649,0.0021,0.002068,218.45,0.08,3357.6617,3330.7746,3411.436,3369.5,TIMEOUT,0.433536,0.385068,94.71,84.12,0.56,10.59,215.1,104024.72,104108.83,0.0,0.0,dec_20260711T124153110335
t05_00087,5,2025-08-18 04:00:00+00:00,2025-08-18 06:00:00+00:00,LONG,,FAILED_BREAKOUT,0.761835,0.669312,0.0021,0.001871,218.63,0.07,3341.2218,3313.3894,3396.8864,3347.085,TIMEOUT,0.187727,0.144711,41.04,31.64,0.49,9.4,194.83,104108.83,104140.47,0.0,0.0,dec_20260711T124153408030
t05_00088,5,2025-08-20 13:00:00+00:00,2025-08-20 15:00:00+00:00,LONG,,CONTINUATION,0.895445,0.905422,0.0025,0.002499,260.35,0.12,3326.7517,3305.0607,3370.1339,3342.885,TIMEOUT,0.743611,0.684913,193.6,178.32,0.84,15.28,260.29,104140.47,104318.79,0.0,0.0,dec_20260711T124153744213
t05_00089,5,2025-08-20 14:00:00+00:00,2025-08-20 16:00:00+00:00,LONG,,CONTINUATION,0.921661,0.912153,0.0025,0.002443,260.8,0.1,3327.0892,3301.608,3378.0518,3344.885,TIMEOUT,0.682352,0.632563,177.96,164.97,0.7,12.98,254.81,104318.79,104483.76,0.0,0.0,dec_20260711T124153751581
t05_00090,5,2025-08-21 15:00:00+00:00,2025-08-21 17:00:00+00:00,LONG,,RANGE_EDGE_REJECTION,0.796084,0.703044,0.0021,0.001894,219.42,0.07,3334.2692,3305.9998,3390.8082,3344.205,TIMEOUT,0.316973,0.27491,69.55,60.32,0.49,9.23,197.89,104483.76,104544.08,0.0,0.0,dec_20260711T124153831742
t05_00091,5,2025-08-26 02:00:00+00:00,2025-08-26 04:00:00+00:00,LONG,,FAILED_BREAKOUT,0.922565,0.940088,0.0021,0.001905,219.54,0.08,3364.9367,3340.0414,3414.7275,3376.84,TIMEOUT,0.433752,0.383338,95.23,84.16,0.56,11.07,199.16,104544.08,104628.24,0.0,0.0,dec_20260711T124154176631
t05_00092,5,2025-08-26 17:00:00+00:00,2025-08-26 19:00:00+00:00,LONG,,CONTINUATION,0.746697,0.738609,0.003,0.002777,313.88,0.09,3376.4842,3344.1987,3441.0553,3383.045,TIMEOUT,0.188119,0.150313,59.05,47.18,0.63,11.87,290.57,104628.24,104675.42,0.0,0.0,dec_20260711T124154276777
t06_00001,6,2025-09-03 10:00:00+00:00,2025-09-03 12:00:00+00:00,LONG,,CONTINUATION,0.660135,0.666063,0.003,0.002776,300.0,0.08,3535.8292,3501.1294,3605.2289,3534.34,TIMEOUT,-0.039713,-0.07514,-11.91,-22.54,0.56,10.63,277.6,100000.0,99977.46,0.000225,0.000225,dec_20260711T124154593028
t06_00002,6,2025-09-08 10:00:00+00:00,2025-09-08 12:00:00+00:00,LONG,,CONTINUATION,0.870644,0.823523,0.003,0.002744,299.93,0.07,3598.6992,3559.508,3677.0817,3613.825,TIMEOUT,0.353017,0.322011,105.88,96.58,0.49,9.3,274.34,99977.46,100074.04,0.0,0.0,dec_20260711T124154726810
t06_00003,6,2025-09-09 04:00:00+00:00,2025-09-09 06:00:00+00:00,LONG,,CONTINUATION,0.793229,0.810619,0.003,0.002965,300.22,0.07,3639.2217,3596.8273,3724.0107,3646.0,TIMEOUT,0.158043,0.126252,47.45,37.9,0.49,9.54,296.76,100074.04,100111.94,0.0,0.0,dec_20260711T124154759775
t06_00004,6,2025-09-12 04:00:00+00:00,2025-09-12 06:00:00+00:00,LONG,,CONTINUATION,0.912033,0.842821,0.0025,0.00224,250.28,0.06,3637.2418,3599.8684,3711.9885,3652.83,TIMEOUT,0.373699,0.341012,93.53,85.35,0.42,8.18,224.24,100111.94,100197.29,0.0,0.0,dec_20260711T124154904111
t06_00005,6,2025-09-12 06:00:00+00:00,2025-09-12 08:00:00+00:00,LONG,,CONTINUATION,0.762369,0.65028,0.0025,0.002488,250.49,0.07,3649.6517,3614.0351,3720.885,3653.05,TIMEOUT,0.094965,0.056862,23.79,14.24,0.49,9.54,249.32,100197.29,100211.53,0.0,0.0,dec_20260711T124154909634
t06_00006,6,2025-09-15 18:00:00+00:00,2025-09-15 20:00:00+00:00,LONG,,CONTINUATION,0.875373,0.770581,0.003,0.002884,300.63,0.06,3664.2468,3616.0789,3760.5825,3681.715,TIMEOUT,0.348633,0.322817,104.81,97.05,0.42,7.76,289.01,100211.53,100308.58,0.0,0.0,dec_20260711T124154944131
t06_00007,6,2025-09-16 08:00:00+00:00,2025-09-16 10:00:00+00:00,LONG,,CONTINUATION,0.748707,0.781323,0.003,0.002988,300.93,0.1,3684.9267,3654.9509,3744.8785,3686.545,TIMEOUT,0.053775,0.008798,16.18,2.65,0.7,13.54,299.76,100308.58,100311.23,0.0,0.0,dec_20260711T124154973654
t06_00008,6,2025-09-17 15:00:00+00:00,2025-09-17 17:00:00+00:00,LONG,,RANGE_EDGE_REJECTION,0.842203,0.897209,0.0021,0.001709,210.65,0.04,3666.6393,3623.771,3752.3757,3684.29,TIMEOUT,0.335167,0.310131,70.6,65.33,0.28,5.27,171.47,100311.23,100376.56,0.0,0.0,dec_20260711T124155050826
t06_00009,6,2025-09-19 19:00:00+00:00,2025-09-19 21:00:00+00:00,LONG,,CONTINUATION,0.778783,0.796806,0.0025,0.002362,250.94,0.05,3671.4317,3624.0053,3766.2846,3683.69,TIMEOUT,0.244247,0.218474,61.29,54.82,0.35,6.47,237.13,100376.56,100431.38,0.0,0.0,dec_20260711T124155163719
t06_00010,6,2025-09-22 20:00:00+00:00,2025-09-22 22:00:00+00:00,LONG,,CONTINUATION,0.805941,0.866296,0.003,0.002825,301.29,0.05,3737.7643,3681.0209,3851.251,3747.625,TIMEOUT,0.163642,0.141761,49.3,42.71,0.35,6.59,283.72,100431.38,100474.09,0.0,0.0,dec_20260711T124155218809
t06_00011,6,2025-09-23 12:00:00+00:00,2025-09-23 14:00:00+00:00,LONG,,CONTINUATION,0.671374,0.666541,0.003,0.00261,301.42,0.05,3775.0092,3722.5662,3879.8953,3783.465,TIMEOUT,0.140265,0.119057,42.28,35.89,0.35,6.39,262.22,100474.09,100509.98,0.0,0.0,dec_20260711T124155255474
t06_00012,6,2025-09-26 16:00:00+00:00,2025-09-26 18:00:00+00:00,LONG,,CONTINUATION,0.949478,0.918167,0.003,0.002632,301.53,0.06,3752.7518,3708.6598,3840.9357,3780.415,TIMEOUT,0.550458,0.524719,165.98,158.22,0.42,7.76,264.55,100509.98,100668.2,0.0,0.0,dec_20260711T124155439946
t06_00013,6,2025-09-26 17:00:00+00:00,2025-09-26 19:00:00+00:00,LONG,,CONTINUATION,0.923192,0.802713,0.003,0.002817,302.0,0.06,3762.4717,3715.2009,3857.0135,3774.185,TIMEOUT,0.232714,0.207015,70.28,62.52,0.42,7.76,283.63,100668.2,100730.72,0.0,0.0,dec_20260711T124155443088
t06_00014,6,2025-09-30 03:00:00+00:00,2025-09-30 05:00:00+00:00,LONG,,CONTINUATION,0.880654,0.879105,0.003,0.002848,302.19,0.07,3833.4967,3792.5159,3915.4585,3848.0225,TIMEOUT,0.336478,0.304893,101.68,92.14,0.49,9.54,286.87,100730.72,100822.85,0.0,0.0,dec_20260711T124155506646
t06_00015,6,2025-09-30 05:00:00+00:00,2025-09-30 07:00:00+00:00,LONG,,CONTINUATION,0.899192,0.817849,0.003,0.002655,302.47,0.06,3848.7717,3804.1584,3937.9985,3866.9975,TIMEOUT,0.361538,0.334491,109.35,101.17,0.42,8.18,267.68,100822.85,100924.03,0.0,0.0,dec_20260711T124155512456
t06_00016,6,2025-10-02 13:00:00+00:00,2025-10-02 14:00:00+00:00,LONG,,CONTINUATION,0.653085,0.760666,0.003,0.002631,302.77,0.07,3879.7717,3841.8348,3955.6457,3841.8348,SL_HIT,-0.877097,-0.906772,-265.56,-274.54,0.49,8.98,265.56,100924.03,100649.48,0.00272,0.00272,dec_20260711T124155593033
t06_00017,6,2025-10-03 01:00:00+00:00,2025-10-03 03:00:00+00:00,LONG,,FAIR_VALUE_GAP,0.648014,0.721826,0.003,0.002406,301.95,0.03,3856.9552,3776.2235,4018.4188,3856.915,TIMEOUT,-0.0004,-0.013549,-0.12,-4.09,0.21,3.97,242.2,100649.48,100645.39,0.002761,0.002761,dec_20260711T124155612739
t06_00018,6,2025-10-03 14:00:00+00:00,2025-10-03 16:00:00+00:00,LONG,,CONTINUATION,0.861527,0.906551,0.0014,0.00136,140.9,0.03,3866.4417,3820.816,3957.6932,3882.92,TIMEOUT,0.35085,0.323735,49.43,45.61,0.21,3.82,136.88,100645.39,100691.01,0.0,0.002309,dec_20260711T124155637813
t06_00019,6,2025-10-03 16:00:00+00:00,2025-10-03 18:00:00+00:00,LONG,,CONTINUATION,0.870112,0.751818,0.0025,0.002074,251.73,0.04,3874.6568,3822.4439,3979.0825,3889.43,TIMEOUT,0.234748,0.214194,59.09,53.92,0.28,5.17,208.85,100691.01,100744.93,0.0,0.001775,dec_20260711T124155643760
t06_00020,6,2025-10-06 02:00:00+00:00,2025-10-06 04:00:00+00:00,LONG,,BREAKOUT,0.745672,0.675803,0.003,0.002699,302.23,0.06,3900.2393,3854.9192,3990.8793,3917.9825,TIMEOUT,0.352247,0.325277,106.46,98.31,0.42,8.15,271.92,100744.93,100843.23,0.0,0.000801,dec_20260711T124155646879
t06_00021,6,2025-10-07 01:00:00+00:00,2025-10-07 03:00:00+00:00,LONG,,CONTINUATION,0.716176,0.780011,0.003,0.002584,302.53,0.05,3960.8517,3908.7339,4065.0875,3962.72,TIMEOUT,0.030877,0.009003,9.34,2.72,0.35,6.62,260.59,100843.23,100845.96,0.0,0.000774,dec_20260711T124155706143
t06_00022,6,2025-10-07 06:00:00+00:00,2025-10-07 08:00:00+00:00,LONG,,CONTINUATION,0.657357,0.714105,0.003,0.003,302.54,0.06,3965.4818,3915.0623,4066.3207,3964.735,TIMEOUT,-0.01481,-0.041454,-4.48,-12.54,0.42,8.06,302.52,100845.96,100833.42,0.000124,0.000898,dec_20260711T124155720750
t06_00023,6,2025-10-07 15:00:00+00:00,2025-10-07 17:00:00+00:00,LONG,,CONTINUATION,0.839088,0.789159,0.003,0.002993,302.5,0.05,3967.5918,3907.2425,4088.2903,3985.57,TIMEOUT,0.297161,0.275781,89.89,83.42,0.35,6.47,301.75,100833.42,100916.84,0.0,7.1e-05,dec_20260711T124155737899
t06_00024,6,2025-10-08 05:00:00+00:00,2025-10-08 07:00:00+00:00,LONG,,BREAKOUT_RETEST,0.836026,0.751056,0.003,0.002751,302.75,0.05,4001.2293,3945.6987,4112.2903,4026.81,TIMEOUT,0.422473,0.400367,127.9,121.21,0.35,6.69,277.65,100916.84,101038.05,0.0,0.0,dec_20260711T124155749874
t06_00025,6,2025-10-08 07:00:00+00:00,2025-10-08 09:00:00+00:00,LONG,,CONTINUATION,0.835867,0.812121,0.003,0.002803,303.11,0.05,4015.4518,3958.806,4128.7432,4031.69,TIMEOUT,0.267861,0.245534,81.19,74.42,0.35,6.77,283.23,101038.05,101112.47,0.0,0.0,dec_20260711T124155755881
t06_00026,6,2025-10-10 01:00:00+00:00,2025-10-10 03:00:00+00:00,LONG,,FAIR_VALUE_GAP,0.783451,0.946943,0.003,0.002154,303.34,0.02,3977.8167,3868.9017,4195.6467,3990.9775,TIMEOUT,0.086772,0.078046,26.32,23.67,0.14,2.65,217.83,101112.47,101136.15,0.0,0.0,dec_20260711T124155810825
t06_00027,6,2025-10-10 19:00:00+00:00,2025-10-10 21:00:00+00:00,LONG,,CONTINUATION,0.879593,0.784156,0.0025,0.00227,252.84,0.03,3998.6268,3922.0868,4151.7068,3999.08,TIMEOUT,0.005378,-0.00997,1.36,-2.52,0.21,3.88,229.62,101136.15,101133.63,2.5e-05,2.5e-05,dec_20260711T124155860252
t06_00028,6,2025-10-13 03:00:00+00:00,2025-10-13 05:00:00+00:00,LONG,,FAIR_VALUE_GAP,0.828245,0.821586,0.0025,0.002392,252.83,0.03,4035.8093,3955.1641,4197.0996,4048.11,TIMEOUT,0.145957,0.130075,36.9,32.89,0.21,4.02,241.94,101133.63,101166.51,0.0,0.0,dec_20260711T124155869592
t06_00029,6,2025-10-13 07:00:00+00:00,2025-10-13 09:00:00+00:00,LONG,,CONTINUATION,0.868636,0.858354,0.003,0.002392,303.5,0.03,4052.6217,3971.9759,4213.9135,4069.48,TIMEOUT,0.166638,0.153161,50.57,46.48,0.21,4.09,241.94,101166.51,101213.0,0.0,0.0,dec_20260711T124155878973
t06_00030,6,2025-10-14 03:00:00+00:00,2025-10-14 05:00:00+00:00,LONG,,CONTINUATION,0.802217,0.780816,0.003,0.002587,303.64,0.04,4128.6642,4063.2166,4259.5596,4145.965,TIMEOUT,0.227911,0.210147,69.2,63.81,0.28,5.39,261.79,101213.0,101276.81,0.0,0.0,dec_20260711T124155885240
t06_00031,6,2025-10-15 03:00:00+00:00,2025-10-15 05:00:00+00:00,LONG,,CONTINUATION,0.850552,0.907745,0.003,0.002343,303.83,0.03,4162.1843,4083.0741,4320.4046,4176.55,TIMEOUT,0.141847,0.12863,43.1,39.08,0.21,4.02,237.33,101276.81,101315.89,0.0,0.0,dec_20260711T124155943583
t06_00032,6,2025-10-16 12:00:00+00:00,2025-10-16 14:00:00+00:00,LONG,,CONTINUATION,0.706145,0.833607,0.003,0.002646,303.95,0.04,4233.6618,4166.6519,4367.6814,4240.5975,TIMEOUT,0.091275,0.073463,27.74,22.33,0.28,5.41,268.04,101315.89,101338.22,0.0,0.0,dec_20260711T124156023977
t06_00033,6,2025-10-16 19:00:00+00:00,2025-10-16 21:00:00+00:00,LONG,,CONTINUATION,0.598449,0.801733,0.003,0.002546,304.01,0.03,4274.4293,4188.4334,4446.421,4291.06,TIMEOUT,0.164114,0.151103,49.89,45.94,0.21,3.96,257.99,101338.22,101384.16,0.0,0.0,dec_20260711T124156045320
t06_00034,6,2025-10-20 12:00:00+00:00,2025-10-20 14:00:00+00:00,LONG,,CONTINUATION,0.744927,0.798133,0.0025,0.001713,253.46,0.02,4259.4092,4172.5962,4433.0353,4279.185,TIMEOUT,0.156046,0.145327,39.55,36.83,0.14,2.72,173.63,101384.16,101420.99,0.0,0.0,dec_20260711T124156141042
t06_00035,6,2025-10-20 13:00:00+00:00,2025-10-20 15:00:00+00:00,LONG,,CONTINUATION,0.855897,0.969508,0.0025,0.001889,253.55,0.02,4261.4568,4165.6469,4453.0764,4323.475,TIMEOUT,0.489199,0.478444,124.04,121.31,0.14,2.73,191.62,101420.99,101542.3,0.0,0.0,dec_20260711T124156144566
t06_00036,6,2025-10-23 07:00:00+00:00,2025-10-23 09:00:00+00:00,LONG,,CONTINUATION,0.778388,0.917787,0.0025,0.002335,253.86,0.02,4091.8317,3973.3014,4328.8925,4113.59,TIMEOUT,0.171419,0.160598,43.52,40.77,0.14,2.75,237.06,101542.3,101583.07,0.0,0.0,dec_20260711T124156294204
t06_00037,6,2025-10-23 10:00:00+00:00,2025-10-23 12:00:00+00:00,LONG,,CONTINUATION,0.783887,0.926643,0.0025,0.002012,253.96,0.02,4114.1567,4011.9721,4318.526,4124.56,TIMEOUT,0.081928,0.071269,20.81,18.1,0.14,2.71,204.37,101583.07,101601.17,0.0,0.0,dec_20260711T124156303961
t06_00038,6,2025-10-29 09:00:00+00:00,2025-10-29 11:00:00+00:00,LONG,,PULLBACK,0.895172,0.958832,0.0025,0.001992,254.0,0.02,3970.7793,3869.5664,4173.205,4016.835,TIMEOUT,0.362644,0.351868,92.11,89.37,0.14,2.74,202.43,101601.17,101690.54,0.0,0.0,dec_20260711T124156514688
t06_00039,6,2025-10-29 10:00:00+00:00,2025-10-29 12:00:00+00:00,LONG,,CONTINUATION,0.842654,0.928682,0.0025,0.002168,254.23,0.02,3990.3992,3880.1792,4210.8392,4024.025,TIMEOUT,0.26453,0.253764,67.25,64.51,0.14,2.74,220.44,101690.54,101755.06,0.0,0.0,dec_20260711T124156518329
t06_00040,6,2025-10-30 20:00:00+00:00,2025-10-30 22:00:00+00:00,LONG,,CONTINUATION,0.594565,0.668497,0.0025,0.002255,254.39,0.02,4003.6843,3888.9446,4233.1635,4024.125,TIMEOUT,0.160704,0.150338,40.88,38.24,0.14,2.64,229.48,101755.06,101793.3,0.0,0.0,dec_20260711T124156575726
t06_00041,6,2025-10-31 00:00:00+00:00,2025-10-31 02:00:00+00:00,LONG,,CONTINUATION,0.724314,0.683948,0.003,0.002932,305.38,0.03,4029.2593,3929.7695,4228.239,4030.755,TIMEOUT,0.014693,0.002171,4.49,0.66,0.21,3.82,298.47,101793.3,101793.97,0.0,0.0,dec_20260711T124156589161
t06_00042,6,2025-11-07 19:00:00+00:00,2025-11-07 21:00:00+00:00,LONG,,CONTINUATION,0.860026,0.770707,0.003,0.002604,305.38,0.05,4007.9893,3954.9819,4114.0039,4006.735,TIMEOUT,-0.020536,-0.042451,-6.27,-12.96,0.35,6.69,265.04,101793.97,101781.0,0.000127,0.000127,dec_20260711T124156956617
t06_00043,6,2025-11-10 03:00:00+00:00,2025-11-10 05:00:00+00:00,LONG,,CONTINUATION,0.935919,0.899113,0.003,0.002408,305.34,0.04,4020.9842,3959.7207,4143.5114,4050.265,TIMEOUT,0.383582,0.365655,117.12,111.65,0.28,5.47,245.05,101781.0,101892.65,0.0,0.0,dec_20260711T124156967157
t06_00044,6,2025-11-10 20:00:00+00:00,2025-11-10 22:00:00+00:00,LONG,,CONTINUATION,0.725411,0.710673,0.003,0.002868,305.68,0.05,4103.2643,4044.8253,4220.1421,4111.63,TIMEOUT,0.136838,0.114945,41.83,35.14,0.35,6.69,292.19,101892.65,101927.79,0.0,0.0,dec_20260711T124157015008
t06_00045,6,2025-11-13 10:00:00+00:00,2025-11-13 12:00:00+00:00,LONG,,CONTINUATION,0.847954,0.773461,0.003,0.002954,305.78,0.05,4220.6618,4160.4355,4341.1142,4225.54,TIMEOUT,0.079767,0.058126,24.39,17.77,0.35,6.62,301.13,101927.79,101945.56,0.0,0.0,dec_20260711T124157169632
t06_00046,6,2025-11-19 07:00:00+00:00,2025-11-19 09:00:00+00:00,LONG,,CONTINUATION,0.829593,0.858546,0.003,0.002455,305.84,0.04,4076.0442,4013.4875,4201.1578,4086.8975,TIMEOUT,0.141947,0.123918,43.41,37.9,0.28,5.51,250.23,101945.56,101983.46,0.0,0.0,dec_20260711T124157433208
t06_00047,6,2025-11-24 19:00:00+00:00,2025-11-24 21:00:00+00:00,LONG,,CONTINUATION,0.910198,0.838637,0.0025,0.002178,254.96,0.04,4097.9217,4042.3866,4208.9921,4118.525,TIMEOUT,0.323239,0.302161,82.41,77.04,0.28,5.37,222.14,101983.46,102060.5,0.0,0.0,dec_20260711T124157690613
t06_00048,6,2025-11-26 04:00:00+00:00,2025-11-26 06:00:00+00:00,LONG,,CONTINUATION,0.859087,0.785886,0.003,0.002608,306.18,0.04,4149.0967,4082.5625,4282.1653,4161.915,TIMEOUT,0.16746,0.149909,51.27,45.9,0.28,5.37,266.14,102060.5,102106.4,0.0,0.0,dec_20260711T124157784502
t06_00049,6,2025-11-28 16:00:00+00:00,2025-11-28 18:00:00+00:00,LONG,,CONTINUATION,0.729567,0.705726,0.003,0.002693,306.32,0.04,4183.1943,4114.4443,4320.6942,4206.22,TIMEOUT,0.300676,0.282806,92.1,86.63,0.28,5.47,275.0,102106.4,102193.03,0.0,0.0,dec_20260711T124157958779
t06_00050,6,2025-12-01 03:00:00+00:00,2025-12-01 05:00:00+00:00,LONG,,CONTINUATION,0.898789,0.751913,0.003,0.002714,306.58,0.04,4231.4443,4162.1055,4370.1218,4239.22,TIMEOUT,0.101451,0.083596,31.1,25.63,0.28,5.47,277.35,102193.03,102218.66,0.0,0.0,dec_20260711T124157985727
t06_00051,6,2025-12-03 15:00:00+00:00,2025-12-03 17:00:00+00:00,LONG,,CONTINUATION,0.887157,0.88744,0.0025,0.00203,255.55,0.04,4214.0767,4162.2094,4317.8114,4216.31,TIMEOUT,0.034956,0.01377,8.93,3.52,0.28,5.41,207.47,102218.66,102222.17,0.0,0.0,dec_20260711T124158156602
t06_00052,6,2025-12-05 07:00:00+00:00,2025-12-05 09:00:00+00:00,LONG,,CONTINUATION,0.640414,0.705474,0.0025,0.00235,255.56,0.06,4217.4667,4177.4273,4297.5457,4224.46,TIMEOUT,0.164186,0.132174,41.96,33.78,0.42,8.18,240.24,102222.17,102255.95,0.0,0.0,dec_20260711T124158271493
t06_00053,6,2025-12-17 03:00:00+00:00,2025-12-17 05:00:00+00:00,LONG,,CONTINUATION,0.785538,0.824739,0.0025,0.002035,255.64,0.03,4313.8692,4244.498,4452.6118,4323.71,TIMEOUT,0.115484,0.099424,29.52,25.42,0.21,4.11,208.11,102255.95,102281.37,0.0,0.0,dec_20260711T124158870900
t06_00054,6,2025-12-17 06:00:00+00:00,2025-12-17 08:00:00+00:00,LONG,,CONTINUATION,0.881158,0.783881,0.0025,0.002367,255.7,0.04,4324.3893,4263.866,4445.4357,4328.655,TIMEOUT,0.066731,0.045323,17.06,11.59,0.28,5.47,242.09,102281.37,102292.96,0.0,0.0,dec_20260711T124158883414
t06_00055,6,2025-12-22 08:00:00+00:00,2025-12-22 10:00:00+00:00,LONG,,CONTINUATION,0.857148,0.8654,0.003,0.002723,306.88,0.05,4400.8767,4345.1703,4512.2896,4408.33,TIMEOUT,0.121436,0.09922,37.27,30.45,0.35,6.82,278.53,102292.96,102323.41,0.0,0.0,dec_20260711T124159047858
t06_00056,6,2025-12-29 04:00:00+00:00,2025-12-29 06:00:00+00:00,LONG,,FAILED_BREAKOUT,0.826403,0.834445,0.0021,0.001517,214.88,0.02,4497.9068,4420.2823,4653.1557,4515.635,TIMEOUT,0.165006,0.152501,35.46,32.77,0.14,2.69,155.25,102323.41,102356.18,0.0,0.0,dec_20260711T124159341018
t06_00057,6,2025-12-30 12:00:00+00:00,2025-12-30 14:00:00+00:00,LONG,,CONTINUATION,0.638484,0.762679,0.0025,0.00198,255.89,0.03,4372.7593,4305.2057,4507.8664,4401.1425,TIMEOUT,0.332759,0.316715,85.15,81.04,0.21,4.11,202.66,102356.18,102437.22,0.0,0.0,dec_20260711T124159448785
t06_00058,6,2026-01-05 17:00:00+00:00,2026-01-05 19:00:00+00:00,LONG,,CONTINUATION,0.72308,0.717634,0.003,0.002946,307.31,0.04,4437.6568,4362.2053,4588.5596,4443.485,TIMEOUT,0.075862,0.058114,23.31,17.86,0.28,5.45,301.81,102437.22,102455.08,0.0,0.0,dec_20260711T124159713532
t06_00059,6,2026-01-06 05:00:00+00:00,2026-01-06 07:00:00+00:00,LONG,,CONTINUATION,0.697393,0.759844,0.003,0.002604,307.37,0.04,4455.5893,4388.8857,4588.9964,4452.19,TIMEOUT,-0.044237,-0.062046,-13.6,-19.07,0.28,5.47,266.81,102455.08,102436.01,0.000186,0.000186,dec_20260711T124159751916
t06_00060,6,2026-01-09 12:00:00+00:00,2026-01-09 14:00:00+00:00,LONG,,CONTINUATION,0.560365,0.768166,0.003,0.002589,307.31,0.06,4471.8692,4427.666,4560.2757,4466.0125,TIMEOUT,-0.114349,-0.141068,-35.14,-43.35,0.42,8.21,265.22,102436.01,102392.66,0.000423,0.000609,dec_20260711T124200016715
t06_00061,6,2026-01-09 17:00:00+00:00,2026-01-09 19:00:00+00:00,LONG,,CONTINUATION,0.81713,0.655758,0.0016,0.001084,163.83,0.02,4495.2518,4439.7732,4606.2089,4484.64,TIMEOUT,-0.129546,-0.145581,-21.22,-23.85,0.14,2.63,110.96,102392.66,102368.81,0.000656,0.000842,dec_20260711T124200025787
t06_00062,6,2026-01-20 07:00:00+00:00,2026-01-20 09:00:00+00:00,LONG,,CONTINUATION,0.84832,0.796439,0.0007,0.000466,71.66,0.01,4695.9218,4648.2259,4791.3135,4716.14,TIMEOUT,0.282141,0.262974,20.22,18.84,0.07,1.37,47.7,102368.81,102387.65,0.0,0.000658,dec_20260711T124200534041
t06_00063,6,2026-01-21 03:00:00+00:00,2026-01-21 05:00:00+00:00,LONG,,CONTINUATION,0.841203,0.950504,0.003,0.002349,307.16,0.03,4785.2743,4705.1093,4945.6043,4844.93,TIMEOUT,0.582652,0.569286,178.97,174.86,0.21,4.11,240.5,102387.65,102562.51,0.0,0.0,dec_20260711T124200609760
t06_00064,6,2026-01-22 23:00:00+00:00,2026-01-23 02:00:00+00:00,LONG,,CONTINUATION,0.553882,0.73266,0.003,0.002758,307.69,0.03,4917.6817,4823.3883,5106.2685,4965.055,TIMEOUT,0.461893,0.448016,142.12,137.85,0.21,4.27,282.88,102562.51,102700.36,0.0,0.0,dec_20260711T124200783283
