trade_id,fold,timestamp_entry,timestamp_exit,direction,regime,setup,alpha_proba,meta_proba,approved_risk,actual_risk_percent,risk_amount,lot_size,entry_price,sl_price,tp_price,exit_price,exit_reason,r_gross,r_net,pnl_gross,pnl_net,commission,total_cost,monetary_loss_at_sl,equity_before,equity_after,daily_dd_before,total_dd_before,decision_id
t01_00001,1,2021-08-23 15:00:00+00:00,2021-08-23 17:00:00+00:00,LONG,,CONTINUATION,0.950022,0.946486,0.003,0.002896,300.0,0.13,1791.5607,1769.28,1836.1221,1804.23,TIMEOUT,0.549004,0.495647,164.7,148.69,0.91,16.01,289.65,100000.0,100148.69,0.0,0.0,dec_20260711T124025033164
t01_00002,1,2021-08-26 15:00:00+00:00,2021-08-26 17:00:00+00:00,LONG,,FAILED_BREAKOUT,0.747023,0.669551,0.0021,0.001973,210.31,0.14,1789.284,1775.1685,1817.5151,1791.64,TIMEOUT,0.156835,0.075755,32.98,15.93,0.98,17.05,197.62,100148.69,100164.63,0.0,0.0,dec_20260711T124025167666
t01_00003,1,2021-08-27 02:00:00+00:00,2021-08-27 04:00:00+00:00,LONG,,CONTINUATION,0.709544,0.802516,0.0025,0.002336,250.41,0.13,1793.5107,1775.5132,1829.5057,1794.76,TIMEOUT,0.064859,-0.005295,16.24,-1.33,0.91,17.57,233.97,100164.63,100163.3,1.3e-05,1.3e-05,dec_20260711T124025186501
t01_00004,1,2021-08-27 06:00:00+00:00,2021-08-27 08:00:00+00:00,LONG,,CONTINUATION,0.837707,0.795461,0.0025,0.002474,250.41,0.15,1797.8773,1781.3591,1830.9138,1801.77,TIMEOUT,0.233178,0.15862,58.39,39.72,1.05,18.67,247.77,100163.3,100203.02,0.0,0.0,dec_20260711T124025189136
t01_00005,1,2021-08-31 08:00:00+00:00,2021-08-31 10:00:00+00:00,SHORT,,FAILED_BREAKOUT,0.348098,0.675513,0.0021,0.00207,210.43,0.21,1814.1127,1823.9914,1794.3552,1815.37,TIMEOUT,-0.125476,-0.259668,-26.4,-54.64,1.47,28.24,207.45,100203.02,100148.38,0.000545,0.000545,dec_20260711T124025244614
t01_00006,1,2021-09-03 13:00:00+00:00,2021-09-03 15:00:00+00:00,LONG,,CONTINUATION,0.880342,0.94537,0.0025,0.002421,250.37,0.22,1814.144,1803.1215,1836.189,1823.57,TIMEOUT,0.828262,0.71245,207.37,178.38,1.54,29.0,242.5,100148.38,100326.75,0.0,0.0,dec_20260711T124025406527
t01_00007,1,2021-09-03 14:00:00+00:00,2021-09-03 16:00:00+00:00,LONG,,CONTINUATION,0.91395,0.945334,0.0025,0.002371,250.82,0.18,1814.2573,1801.0416,1840.6888,1824.96,TIMEOUT,0.768073,0.674444,192.65,169.16,1.26,23.48,237.88,100326.75,100495.92,0.0,0.0,dec_20260711T124025409227
t01_00008,1,2021-09-20 16:00:00+00:00,2021-09-20 18:00:00+00:00,LONG,,CONTINUATION,0.832031,0.68783,0.0025,0.002319,251.24,0.1,1760.6207,1737.3164,1807.2292,1761.88,TIMEOUT,0.050125,0.001114,12.59,0.28,0.7,12.31,233.04,100495.92,100496.2,0.0,0.0,dec_20260711T124025954951
t01_00009,1,2021-09-22 16:00:00+00:00,2021-09-22 18:00:00+00:00,LONG,,RANGE_EDGE_REJECTION,0.609331,0.830651,0.0021,0.002062,211.04,0.15,1773.4507,1759.6341,1801.0839,1777.95,TIMEOUT,0.319797,0.230857,67.49,48.72,1.05,18.77,207.25,100496.2,100544.92,0.0,0.0,dec_20260711T124026050654
t01_00010,1,2021-09-30 16:00:00+00:00,2021-09-30 18:00:00+00:00,LONG,,CONTINUATION,0.952557,0.975841,0.0025,0.002426,251.36,0.08,1737.7373,1707.2455,1798.7209,1757.89,TIMEOUT,0.641396,0.603055,161.22,151.58,0.56,9.64,243.93,100544.92,100696.5,0.0,0.0,dec_20260711T124026380273
t01_00011,1,2021-09-30 17:00:00+00:00,2021-09-30 19:00:00+00:00,LONG,,CONTINUATION,0.930193,0.927986,0.0025,0.002354,251.74,0.07,1742.654,1708.7892,1810.3836,1758.12,TIMEOUT,0.430055,0.396743,108.26,99.88,0.49,8.39,237.05,100696.5,100796.38,0.0,0.0,dec_20260711T124026383734
t01_00012,1,2021-10-08 14:00:00+00:00,2021-10-08 16:00:00+00:00,LONG,,CONTINUATION,0.763007,0.962595,0.0025,0.002454,251.99,0.13,1760.384,1741.3542,1798.4436,1772.38,TIMEOUT,0.618866,0.554998,155.95,139.85,0.91,16.09,247.39,100796.38,100936.23,0.0,0.0,dec_20260711T124026699163
t01_00013,1,2021-10-08 15:00:00+00:00,2021-10-08 17:00:00+00:00,LONG,,CONTINUATION,0.731697,0.763071,0.0025,0.002359,252.34,0.11,1762.1907,1740.5458,1805.4803,1758.98,TIMEOUT,-0.139959,-0.193636,-35.32,-48.86,0.77,13.54,238.09,100936.23,100887.37,0.000484,0.000484,dec_20260711T124026702617
t01_00014,1,2021-10-13 17:00:00+00:00,2021-10-13 19:00:00+00:00,LONG,,CONTINUATION,0.772995,0.827068,0.003,0.002821,302.66,0.08,1782.2507,1746.6737,1853.4046,1792.45,TIMEOUT,0.269592,0.237574,81.59,71.9,0.56,9.69,284.62,100887.37,100959.27,0.0,0.0,dec_20260711T124026857340
t01_00015,1,2021-10-19 07:00:00+00:00,2021-10-19 09:00:00+00:00,LONG,,CONTINUATION,0.810038,0.740826,0.0025,0.00236,252.4,0.15,1775.524,1759.6427,1807.2865,1778.82,TIMEOUT,0.19588,0.123494,49.44,31.17,1.05,18.27,238.22,100959.27,100990.44,0.0,0.0,dec_20260711T124027100105
t01_00016,1,2021-10-21 04:00:00+00:00,2021-10-21 06:00:00+00:00,LONG,,CONTINUATION,0.685608,0.703052,0.003,0.0029,302.97,0.16,1784.5473,1766.2411,1821.1598,1786.22,TIMEOUT,0.088334,0.019434,26.76,5.89,1.12,20.87,292.9,100990.44,100996.33,0.0,0.0,dec_20260711T124027218581
t01_00017,1,2021-10-22 09:00:00+00:00,2021-10-22 11:00:00+00:00,LONG,,CONTINUATION,0.914337,0.905469,0.003,0.002913,302.99,0.23,1787.314,1774.5226,1812.8969,1791.08,TIMEOUT,0.285877,0.193419,86.62,58.6,1.61,28.01,294.2,100996.33,101054.94,0.0,0.0,dec_20260711T124027296500
t01_00018,1,2021-10-25 14:00:00+00:00,2021-10-25 16:00:00+00:00,LONG,,CONTINUATION,0.919103,0.907579,0.003,0.002927,303.16,0.19,1800.3973,1784.8313,1831.5295,1807.66,TIMEOUT,0.455174,0.37466,137.99,113.58,1.33,24.41,295.76,101054.94,101168.52,0.0,0.0,dec_20260711T124027384036
t01_00019,1,2021-10-25 15:00:00+00:00,2021-10-25 17:00:00+00:00,LONG,,CONTINUATION,0.836634,0.868227,0.003,0.002841,303.51,0.17,1802.3173,1785.4097,1836.1327,1806.99,TIMEOUT,0.261722,0.192007,79.44,58.28,1.19,21.16,287.43,101168.52,101226.79,0.0,0.0,dec_20260711T124027388066
t01_00020,1,2021-11-04 13:00:00+00:00,2021-11-04 15:00:00+00:00,LONG,,CONTINUATION,0.90427,0.909826,0.0025,0.002331,253.07,0.13,1779.204,1761.0511,1815.5097,1792.65,TIMEOUT,0.69071,0.627115,174.8,158.7,0.91,16.09,235.99,101226.79,101385.5,0.0,0.0,dec_20260711T124027920779
t01_00021,1,2021-11-04 14:00:00+00:00,2021-11-04 16:00:00+00:00,LONG,,CONTINUATION,0.876145,0.891564,0.0025,0.002405,253.46,0.12,1781.6273,1761.3043,1822.2734,1795.8,TIMEOUT,0.671001,0.61302,170.07,155.38,0.84,14.7,243.88,101385.5,101540.87,0.0,0.0,dec_20260711T124027924672
t01_00022,1,2021-11-05 14:00:00+00:00,2021-11-05 16:00:00+00:00,LONG,,FAILED_BREAKOUT,0.81832,0.706219,0.0021,0.002071,213.24,0.13,1794.7973,1778.6175,1827.157,1801.89,TIMEOUT,0.432399,0.356518,92.2,76.02,0.91,16.18,210.34,101540.87,101616.9,0.0,0.0,dec_20260711T124027962990
t01_00023,1,2021-11-11 10:00:00+00:00,2021-11-11 12:00:00+00:00,LONG,,CONTINUATION,0.800927,0.694747,0.003,0.002947,304.85,0.13,1857.6707,1834.6373,1903.7375,1862.66,TIMEOUT,0.212765,0.157697,64.86,48.07,0.91,16.79,299.43,101616.9,101664.97,0.0,0.0,dec_20260711T124028225795
t01_00024,1,2021-11-16 03:00:00+00:00,2021-11-16 05:00:00+00:00,LONG,,PULLBACK,0.828724,0.718271,0.003,0.002902,304.99,0.2,1864.844,1850.0928,1894.3465,1866.85,TIMEOUT,0.131545,0.049051,40.12,14.96,1.4,25.16,295.03,101664.97,101679.93,0.0,0.0,dec_20260711T124028430589
t01_00025,1,2021-11-17 13:00:00+00:00,2021-11-17 15:00:00+00:00,LONG,,CONTINUATION,0.668499,0.661204,0.0025,0.002419,254.2,0.2,1860.2907,1847.9926,1884.8867,1862.14,TIMEOUT,0.145502,0.048623,36.99,12.36,1.4,24.63,245.96,101679.93,101692.29,0.0,0.0,dec_20260711T124028543614
t01_00026,1,2021-12-16 07:00:00+00:00,2021-12-16 09:00:00+00:00,LONG,,CONTINUATION,0.776696,0.84716,0.0025,0.002451,254.23,0.1,1782.5473,1757.6241,1832.3938,1784.54,TIMEOUT,0.07838,0.025489,19.93,6.48,0.7,13.45,249.23,101692.29,101698.77,0.0,0.0,dec_20260711T124030157444
t01_00027,1,2021-12-17 09:00:00+00:00,2021-12-17 11:00:00+00:00,LONG,,CONTINUATION,0.7405,0.759424,0.003,0.002957,305.1,0.26,1806.7007,1795.1342,1829.8335,1806.7,TIMEOUT,-5.7e-05,-0.111806,-0.02,-34.11,1.82,34.09,300.73,101698.77,101664.66,0.000335,0.000335,dec_20260711T124030240900
t01_00028,1,2021-12-22 20:00:00+00:00,2021-12-22 22:00:00+00:00,LONG,,CONTINUATION,0.833849,0.668033,0.0025,0.002493,254.16,0.18,1800.0907,1786.0098,1828.2525,1804.85,TIMEOUT,0.337063,0.251275,85.67,63.86,1.26,21.8,253.46,101664.66,101728.52,0.0,0.0,dec_20260711T124030510967
t01_00029,1,2021-12-30 21:00:00+00:00,2021-12-30 23:00:00+00:00,LONG,,CONTINUATION,0.816818,0.74245,0.0025,0.002496,254.32,0.16,1814.3107,1798.4382,1846.0557,1814.96,TIMEOUT,0.040851,-0.034099,10.39,-8.67,1.12,19.06,253.96,101728.52,101719.85,8.5e-05,8.5e-05,dec_20260711T124030933807
t01_00030,1,2021-12-31 07:00:00+00:00,2021-12-31 09:00:00+00:00,LONG,,CONTINUATION,0.557567,0.833172,0.003,0.002943,305.16,0.25,1818.1707,1806.1971,1842.1178,1816.77,TIMEOUT,-0.114749,-0.212348,-35.02,-64.8,1.75,29.78,299.34,101719.85,101655.05,0.000637,0.000722,dec_20260711T124030956762
t01_00031,1,2022-01-04 16:00:00+00:00,2022-01-04 18:00:00+00:00,LONG,,CONTINUATION,0.866243,0.767093,0.0014,0.00139,142.32,0.09,1807.8707,1792.1746,1839.2628,1812.61,TIMEOUT,0.299705,0.216779,42.65,30.85,0.63,11.8,141.26,101655.05,101685.9,0.0,0.000419,dec_20260711T124031158860
t01_00032,1,2022-01-04 17:00:00+00:00,2022-01-04 19:00:00+00:00,LONG,,CONTINUATION,0.772905,0.67276,0.0025,0.00245,254.21,0.15,1812.3307,1795.7217,1845.5485,1813.6,TIMEOUT,0.074899,-0.002478,19.04,-0.63,1.05,19.67,249.13,101685.9,101685.27,6e-06,0.000425,dec_20260711T124031163866
t01_00033,1,2022-01-11 03:00:00+00:00,2022-01-11 05:00:00+00:00,LONG,,CONTINUATION,0.76715,0.738133,0.003,0.002868,305.06,0.18,1803.3707,1787.1707,1835.7707,1806.04,TIMEOUT,0.157503,0.080128,48.05,24.44,1.26,23.6,291.6,101685.27,101709.72,0.0,0.000185,dec_20260711T124031533718
t01_00034,1,2022-01-13 18:00:00+00:00,2022-01-13 20:00:00+00:00,LONG,,FAILED_BREAKOUT,0.780059,0.779374,0.0021,0.00204,213.59,0.13,1815.3107,1799.3471,1847.2378,1820.52,TIMEOUT,0.317062,0.236032,67.72,50.41,0.91,17.31,207.53,101709.72,101760.13,0.0,0.0,dec_20260711T124031753733
t01_00035,1,2022-01-19 15:00:00+00:00,2022-01-19 17:00:00+00:00,LONG,,CONTINUATION,0.907446,0.897919,0.0025,0.002426,254.4,0.19,1818.7707,1805.7789,1844.7542,1838.81,TIMEOUT,1.496648,1.397217,380.75,355.45,1.33,25.3,246.84,101760.13,102115.58,0.0,0.0,dec_20260711T124032084512
t01_00036,1,2022-01-19 16:00:00+00:00,2022-01-19 18:00:00+00:00,LONG,,CONTINUATION,0.899038,0.875334,0.0025,0.002363,255.29,0.15,1825.1507,1809.0632,1857.3257,1840.78,TIMEOUT,0.918328,0.840103,234.44,214.47,1.05,19.97,241.31,102115.58,102330.05,0.0,0.0,dec_20260711T124032089659
t01_00037,1,2022-02-01 12:00:00+00:00,2022-02-01 14:00:00+00:00,SHORT,,LIQUIDITY_SWEEP,0.440848,0.742476,0.003,0.002953,306.99,0.28,1804.886,1815.6787,1783.3006,1804.52,TIMEOUT,0.033382,-0.094127,10.25,-28.9,1.96,39.14,302.19,102330.05,102301.16,0.000282,0.000282,dec_20260711T124032876603
t01_00038,1,2022-02-02 17:00:00+00:00,2022-02-02 19:00:00+00:00,LONG,,CONTINUATION,0.825543,0.769851,0.003,0.002957,306.9,0.22,1804.174,1790.4247,1831.6726,1810.08,TIMEOUT,0.423369,0.323154,129.93,99.18,1.54,30.76,302.48,102301.16,102400.33,0.0,0.0,dec_20260711T124032985780
t01_00039,1,2022-02-11 19:00:00+00:00,2022-02-11 21:00:00+00:00,LONG,,CONTINUATION,0.943533,0.936854,0.0025,0.002356,256.0,0.12,1837.684,1817.5785,1877.8951,1859.024,TIMEOUT,1.000312,0.934781,256.08,239.3,0.84,16.78,241.27,102400.33,102639.64,0.0,0.0,dec_20260711T124033684889
t01_00040,1,2022-02-11 20:00:00+00:00,2022-02-11 22:00:00+00:00,LONG,,CONTINUATION,0.950977,0.951403,0.0025,0.00234,256.6,0.1,1841.464,1817.4433,1889.5054,1861.235,TIMEOUT,0.770499,0.716017,197.71,183.73,0.7,13.98,240.21,102639.64,102823.37,0.0,0.0,dec_20260711T124033690468
t01_00041,1,2022-02-16 18:00:00+00:00,2022-02-16 20:00:00+00:00,LONG,,CONTINUATION,0.79674,0.732407,0.0025,0.002411,257.06,0.15,1863.5673,1847.0416,1896.6188,1866.62,TIMEOUT,0.17813,0.105501,45.79,27.12,1.05,18.67,247.89,102823.37,102850.49,0.0,0.0,dec_20260711T124033971844
t01_00042,1,2022-02-17 15:00:00+00:00,2022-02-17 17:00:00+00:00,LONG,,CONTINUATION,0.896793,0.769434,0.003,0.002924,308.55,0.12,1887.5573,1862.4925,1937.687,1895.66,TIMEOUT,0.315126,0.266719,97.23,82.3,0.84,14.94,300.78,102850.49,102932.78,0.0,0.0,dec_20260711T124034053016
t01_00043,1,2022-02-18 14:00:00+00:00,2022-02-18 16:00:00+00:00,LONG,,RANGE_EDGE_REJECTION,0.808309,0.66548,0.0021,0.002035,216.16,0.11,1892.0973,1873.0543,1930.1834,1894.9,TIMEOUT,0.142623,0.079284,30.83,17.14,0.77,13.69,209.47,102932.78,102949.92,0.0,0.0,dec_20260711T124034144857
t01_00044,1,2022-02-24 03:00:00+00:00,2022-02-24 05:00:00+00:00,LONG,,CONTINUATION,0.84768,0.690889,0.0025,0.002456,257.37,0.14,1914.5673,1896.5082,1950.6855,1929.5,TIMEOUT,0.812283,0.744578,209.06,191.63,0.98,17.43,252.83,102949.92,103141.55,0.0,0.0,dec_20260711T124034474606
t01_00045,1,2022-02-24 06:00:00+00:00,2022-02-24 08:00:00+00:00,LONG,,CONTINUATION,0.935115,0.882267,0.003,0.002956,309.42,0.11,1930.0807,1902.3608,1985.5203,1942.57,TIMEOUT,0.444001,0.400226,137.38,123.84,0.77,13.54,304.92,103141.55,103265.39,0.0,0.0,dec_20260711T124034490601
t01_00046,1,2022-02-25 02:00:00+00:00,2022-02-25 04:00:00+00:00,LONG,,FAIR_VALUE_GAP,0.888203,0.942482,0.0025,0.002286,258.16,0.03,1907.1407,1828.4555,2064.511,1913.12,TIMEOUT,0.069484,0.05564,17.94,14.36,0.21,3.57,236.06,103265.39,103279.76,0.0,0.0,dec_20260711T124034496239
t01_00047,1,2022-02-28 13:00:00+00:00,2022-02-28 15:00:00+00:00,LONG,,CONTINUATION,0.80088,0.740958,0.0025,0.002202,258.2,0.07,1907.084,1874.5972,1972.0576,1917.25,TIMEOUT,0.275608,0.243672,71.16,62.92,0.49,8.25,227.41,103279.76,103342.67,0.0,0.0,dec_20260711T124034669870
t01_00048,1,2022-03-03 09:00:00+00:00,2022-03-03 11:00:00+00:00,LONG,,PULLBACK,0.836712,0.846456,0.0025,0.002445,258.36,0.12,1928.2407,1907.1855,1970.351,1929.21,TIMEOUT,0.045022,-0.012169,11.63,-3.14,0.84,14.78,252.66,103342.67,103339.53,3e-05,3e-05,dec_20260711T124034957783
t01_00049,1,2022-03-04 11:00:00+00:00,2022-03-04 13:00:00+00:00,LONG,,PULLBACK,0.87797,0.737679,0.003,0.002827,310.02,0.12,1939.3507,1915.0075,1988.0371,1946.51,TIMEOUT,0.277118,0.229456,85.91,71.14,0.84,14.78,292.12,103339.53,103410.66,0.0,0.0,dec_20260711T124035058050
t01_00050,1,2022-03-08 08:00:00+00:00,2022-03-08 10:00:00+00:00,LONG,,CONTINUATION,0.930681,0.962367,0.003,0.002649,310.23,0.07,1994.7307,1955.5925,2073.0071,2008.75,TIMEOUT,0.316331,0.288547,98.14,89.52,0.49,8.62,273.97,103410.66,103500.18,0.0,0.0,dec_20260711T124035271353
t01_00051,1,2022-03-08 14:00:00+00:00,2022-03-08 16:00:00+00:00,LONG,,CONTINUATION,0.840369,0.750864,0.003,0.002823,310.5,0.07,2009.9607,1968.2267,2093.4285,2039.79,TIMEOUT,0.672481,0.644721,208.81,200.19,0.49,8.62,292.14,103500.18,103700.37,0.0,0.0,dec_20260711T124035298700
t01_00052,1,2022-03-15 08:00:00+00:00,2022-03-15 10:00:00+00:00,SHORT,,CONTINUATION,0.303449,0.650976,0.003,0.002935,311.1,0.1,1928.6593,1959.0934,1867.7911,1929.29,TIMEOUT,-0.020272,-0.059852,-6.31,-18.62,0.7,12.31,304.34,103700.37,103681.75,0.00018,0.00018,dec_20260711T124035791999
t01_00053,1,2022-03-17 03:00:00+00:00,2022-03-17 05:00:00+00:00,LONG,,CONTINUATION,0.890742,0.828328,0.0025,0.002193,259.2,0.05,1927.6007,1882.1298,2018.5425,1934.46,TIMEOUT,0.132317,0.108565,34.3,28.14,0.35,6.16,227.35,103681.75,103709.89,0.0,0.0,dec_20260711T124035972713
t01_00054,1,2022-03-23 21:00:00+00:00,2022-03-23 23:00:00+00:00,LONG,,CONTINUATION,0.832638,0.652218,0.0025,0.002305,259.27,0.08,1938.7407,1908.8635,1998.495,1945.187,TIMEOUT,0.198907,0.160913,51.57,41.72,0.56,9.85,239.02,103709.89,103751.61,0.0,0.0,dec_20260711T124036518187
t01_00055,1,2022-03-30 04:00:00+00:00,2022-03-30 06:00:00+00:00,LONG,,PULLBACK,0.770206,0.672197,0.0025,0.002488,259.38,0.09,1919.8507,1891.1653,1977.2214,1923.64,TIMEOUT,0.131483,0.088758,34.1,23.02,0.63,11.08,258.17,103751.61,103774.63,0.0,0.0,dec_20260711T124036978713
t01_00056,1,2022-03-30 15:00:00+00:00,2022-03-30 17:00:00+00:00,LONG,,CONTINUATION,0.923019,0.934295,0.0025,0.002473,259.44,0.11,1924.5607,1901.228,1971.226,1937.26,TIMEOUT,0.538439,0.486232,139.69,126.15,0.77,13.54,256.66,103774.63,103900.78,0.0,0.0,dec_20260711T124037030671
t01_00057,1,2022-04-04 14:00:00+00:00,2022-04-04 16:00:00+00:00,LONG,,CONTINUATION,0.805773,0.797057,0.0025,0.002427,259.75,0.11,1929.4507,1906.5264,1975.2992,1925.37,TIMEOUT,-0.17281,-0.224955,-44.89,-58.43,0.77,13.54,252.17,103900.78,103842.34,0.000562,0.000562,dec_20260711T124037335278
t01_00058,1,2022-04-11 11:00:00+00:00,2022-04-11 13:00:00+00:00,LONG,,PULLBACK,0.922593,0.869895,0.003,0.002907,311.53,0.15,1946.6207,1926.493,1986.876,1956.47,TIMEOUT,0.47424,0.414952,147.74,129.27,1.05,18.47,301.92,103842.34,103971.61,0.0,0.0,dec_20260711T124037931543
t01_00059,1,2022-04-11 21:00:00+00:00,2022-04-11 23:00:00+00:00,LONG,,RANGE_EDGE_REJECTION,0.918253,0.771482,0.0021,0.001837,218.34,0.05,1947.6207,1909.4246,2024.0128,1953.63,TIMEOUT,0.137614,0.109417,30.05,23.89,0.35,6.16,190.98,103971.61,103995.5,0.0,0.0,dec_20260711T124037984737
t01_00060,1,2022-04-18 09:00:00+00:00,2022-04-18 11:00:00+00:00,LONG,,CONTINUATION,0.890241,0.877169,0.003,0.002925,311.99,0.16,1985.7973,1966.7836,2023.8248,1992.95,TIMEOUT,0.366815,0.294779,114.44,91.97,1.12,22.47,304.22,103995.5,104087.47,0.0,0.0,dec_20260711T124038398633
t01_00061,1,2022-04-27 22:00:00+00:00,2022-04-28 01:00:00+00:00,SHORT,,CONTINUATION,0.427216,0.673465,0.003,0.002941,312.26,0.1,1885.96,1916.5682,1824.7436,1884.74,TIMEOUT,0.03907,-0.000961,12.2,-0.3,0.7,12.5,306.08,104087.47,104087.17,3e-06,3e-06,dec_20260711T124039343772
t01_00062,1,2022-04-28 20:00:00+00:00,2022-04-28 22:00:00+00:00,LONG,,PULLBACK,0.886219,0.756218,0.0025,0.002432,260.22,0.09,1889.2007,1861.0787,1945.4446,1895.88,TIMEOUT,0.231012,0.188425,60.11,49.03,0.63,11.08,253.1,104087.17,104136.2,0.0,0.0,dec_20260711T124039429112
t01_00063,1,2022-04-28 21:00:00+00:00,2022-04-28 23:00:00+00:00,LONG,,CONTINUATION,0.903002,0.873432,0.0025,0.002419,260.34,0.09,1889.4707,1861.4789,1945.4542,1894.57,TIMEOUT,0.176285,0.133717,45.89,34.81,0.63,11.08,251.93,104136.2,104171.02,0.0,0.0,dec_20260711T124039435801
t01_00064,1,2022-04-29 03:00:00+00:00,2022-04-29 05:00:00+00:00,LONG,,CONTINUATION,0.930407,0.857666,0.0025,0.002368,260.43,0.11,1896.1107,1873.6871,1940.9578,1900.76,TIMEOUT,0.196378,0.144369,51.14,37.6,0.77,13.54,246.66,104171.02,104208.61,0.0,0.0,dec_20260711T124039448538
t01_00065,1,2022-04-29 04:00:00+00:00,2022-04-29 06:00:00+00:00,LONG,,CONTINUATION,0.916882,0.814487,0.0025,0.002295,260.52,0.11,1897.9107,1876.1692,1941.3935,1904.41,TIMEOUT,0.274423,0.222432,71.49,57.95,0.77,13.54,239.16,104208.61,104266.56,0.0,0.0,dec_20260711T124039455002
t01_00066,1,2022-05-05 04:00:00+00:00,2022-05-05 06:00:00+00:00,LONG,,CONTINUATION,0.824134,0.735881,0.003,0.002912,312.8,0.08,1896.4807,1858.5226,1972.3967,1901.27,TIMEOUT,0.122489,0.090997,38.31,28.46,0.56,9.85,303.66,104266.56,104295.03,0.0,0.0,dec_20260711T124039879012
t01_00067,1,2022-05-12 02:00:00+00:00,2022-05-12 04:00:00+00:00,LONG,,CONTINUATION,0.727484,0.834475,0.0025,0.002488,260.74,0.1,1853.2573,1827.3086,1905.1548,1857.16,TIMEOUT,0.149677,0.101941,39.03,26.58,0.7,12.45,259.49,104295.03,104321.61,0.0,0.0,dec_20260711T124040478253
t01_00068,1,2022-05-12 03:00:00+00:00,2022-05-12 05:00:00+00:00,LONG,,CONTINUATION,0.649651,0.754885,0.0025,0.002464,260.8,0.1,1854.6807,1828.976,1906.09,1853.08,TIMEOUT,-0.061375,-0.108589,-16.01,-28.32,0.7,12.31,257.05,104321.61,104293.29,0.000271,0.000271,dec_20260711T124040485196
t01_00069,1,2022-05-19 13:00:00+00:00,2022-05-19 15:00:00+00:00,LONG,,CONTINUATION,0.873029,0.829492,0.0025,0.002409,260.73,0.11,1830.4507,1807.6078,1876.1364,1838.38,TIMEOUT,0.334533,0.282584,87.22,73.68,0.77,13.54,251.27,104293.29,104366.96,0.0,0.0,dec_20260711T124041100252
t01_00070,1,2022-05-20 07:00:00+00:00,2022-05-20 09:00:00+00:00,LONG,,CONTINUATION,0.912298,0.856218,0.003,0.002883,313.1,0.19,1842.2307,1826.396,1873.9,1848.9,TIMEOUT,0.404718,0.329997,126.72,103.32,1.33,23.4,300.86,104366.96,104470.29,0.0,0.0,dec_20260711T124041208870
t01_00071,1,2022-05-20 08:00:00+00:00,2022-05-20 10:00:00+00:00,LONG,,CONTINUATION,0.882266,0.862177,0.003,0.00295,313.41,0.2,1843.2707,1827.8619,1874.0882,1844.19,TIMEOUT,0.058666,-0.01991,18.39,-6.24,1.4,24.63,308.17,104470.29,104464.05,6e-05,6e-05,dec_20260711T124041215853
t01_00072,1,2022-05-23 06:00:00+00:00,2022-05-23 08:00:00+00:00,LONG,,BREAKOUT_RETEST,0.82619,0.710077,0.003,0.002987,313.39,0.17,1853.0507,1834.6935,1889.765,1856.29,TIMEOUT,0.175719,0.108925,55.07,34.14,1.19,20.93,312.07,104464.05,104498.18,0.0,0.0,dec_20260711T124041229268
t01_00073,1,2022-05-23 11:00:00+00:00,2022-05-23 13:00:00+00:00,LONG,,CONTINUATION,0.832178,0.788512,0.003,0.00295,313.49,0.16,1857.1207,1837.855,1895.6521,1860.39,TIMEOUT,0.166861,0.104016,52.31,32.61,1.12,19.7,308.25,104498.18,104530.79,0.0,0.0,dec_20260711T124041249209
t01_00074,1,2022-05-27 10:00:00+00:00,2022-05-27 12:00:00+00:00,LONG,,CONTINUATION,0.768751,0.798232,0.0025,0.002479,261.33,0.18,1854.9007,1840.5023,1883.6975,1858.66,TIMEOUT,0.258937,0.174125,67.67,45.5,1.26,22.16,259.17,104530.79,104576.29,0.0,0.0,dec_20260711T124041729627
t01_00075,1,2022-05-30 04:00:00+00:00,2022-05-30 06:00:00+00:00,LONG,,FAILED_BREAKOUT,0.933968,0.931096,0.0021,0.001975,219.61,0.13,1851.0407,1835.1528,1882.8164,1860.65,TIMEOUT,0.568833,0.495943,124.92,108.91,0.91,16.01,206.54,104576.29,104685.21,0.0,0.0,dec_20260711T124041836195
t01_00076,1,2022-06-01 04:00:00+00:00,2022-06-01 06:00:00+00:00,SHORT,,CONTINUATION,0.323911,0.738129,0.003,0.002844,314.06,0.15,1833.8493,1853.7002,1794.1475,1836.64,TIMEOUT,-0.133287,-0.192097,-41.86,-60.33,1.05,18.47,297.76,104685.21,104624.88,0.000576,0.000576,dec_20260711T124042107199
t01_00077,1,2022-06-02 12:00:00+00:00,2022-06-02 14:00:00+00:00,LONG,,CONTINUATION,0.664297,0.749679,0.003,0.002938,313.87,0.23,1852.8407,1839.4775,1879.5671,1856.09,TIMEOUT,0.238107,0.147877,74.73,46.41,1.61,28.32,307.35,104624.88,104671.29,0.0,0.000133,dec_20260711T124042280289
t01_00078,1,2022-06-02 16:00:00+00:00,2022-06-02 18:00:00+00:00,LONG,,CONTINUATION,0.860204,0.706379,0.003,0.002809,314.01,0.14,1857.3507,1836.3496,1899.3528,1868.2,TIMEOUT,0.483713,0.428814,151.89,134.65,0.98,17.24,294.01,104671.29,104805.94,0.0,0.0,dec_20260711T124042307512
