source,month,risk_mode,rolling_7d_pct,rolling_14d_pct,rolling_30d_pct,rolling_60d_pct,target_5_30d,target_8_30d,target_10_30d,target_10_weekly
exness,2023-05,0.50pct_equity,0.49,0.98,2.1,4.21,False,False,False,False
exness,2023-06,0.50pct_equity,0.22,0.45,0.97,1.93,False,False,False,False
exness,2023-07,0.50pct_equity,0.22,0.44,0.94,1.89,False,False,False,False
exness,2023-08,0.50pct_equity,0.21,0.41,0.89,1.77,False,False,False,False
exness,2023-09,0.50pct_equity,0.39,0.78,1.68,3.35,False,False,False,False
exness,2023-10,0.50pct_equity,0.77,1.54,3.31,6.62,False,False,False,False
exness,2023-11,0.50pct_equity,0.54,1.07,2.31,4.61,False,False,False,False
exness,2023-12,0.50pct_equity,0.38,0.77,1.65,3.3,False,False,False,False
exness,2024-01,0.50pct_equity,0.63,1.26,2.72,5.44,False,False,False,False
exness,2024-02,0.50pct_equity,0.26,0.52,1.11,2.23,False,False,False,False
exness,2024-03,0.50pct_equity,0.5,1.01,2.16,4.33,False,False,False,False
exness,2024-04,0.50pct_equity,1.01,2.02,4.34,8.67,False,False,False,False
exness,2024-05,0.50pct_equity,0.77,1.54,3.32,6.64,False,False,False,False
exness,2024-06,0.50pct_equity,0.4,0.8,1.73,3.46,False,False,False,False
exness,2024-07,0.50pct_equity,1.08,2.17,4.66,9.31,False,False,False,False
exness,2024-08,0.50pct_equity,0.66,1.32,2.83,5.67,False,False,False,False
exness,2024-09,0.50pct_equity,1.32,2.63,5.66,11.32,True,False,False,False
exness,2024-10,0.50pct_equity,1.1,2.21,4.75,9.5,False,False,False,False
exness,2024-11,0.50pct_equity,1.45,2.89,6.22,12.44,True,False,False,False
exness,2024-12,0.50pct_equity,1.31,2.63,5.65,11.3,True,False,False,False
exness,2025-01,0.50pct_equity,1.42,2.83,6.09,12.18,True,False,False,False
exness,2025-02,0.50pct_equity,1.66,3.32,7.13,14.27,True,False,False,False
exness,2025-03,0.50pct_equity,1.36,2.72,5.84,11.68,True,False,False,False
exness,2025-04,0.50pct_equity,4.04,8.09,17.39,34.79,True,True,True,False
exness,2025-05,0.50pct_equity,3.87,7.74,16.64,33.27,True,True,True,False
exness,2025-06,0.50pct_equity,1.82,3.63,7.81,15.62,True,False,False,False
exness,2025-07,0.50pct_equity,1.81,3.63,7.8,15.6,True,False,False,False
exness,2025-08,0.50pct_equity,1.04,2.07,4.46,8.92,False,False,False,False
exness,2025-09,0.50pct_equity,2.52,5.04,10.83,21.65,True,True,True,False
exness,2025-10,0.50pct_equity,6.37,12.73,27.38,54.75,True,True,True,False
exness,2025-11,0.50pct_equity,1.24,2.48,5.33,10.66,True,False,False,False
exness,2025-12,0.50pct_equity,3.48,6.96,14.96,29.92,True,True,True,False
exness,2021-02,0.75pct_equity,0.29,0.58,1.25,2.49,False,False,False,False
exness,2021-03,0.75pct_equity,0.6,1.2,2.57,5.15,False,False,False,False
exness,2021-04,0.75pct_equity,0.77,1.53,3.3,6.6,False,False,False,False
exness,2021-05,0.75pct_equity,0.27,0.55,1.17,2.35,False,False,False,False
exness,2021-06,0.75pct_equity,0.19,0.38,0.82,1.64,False,False,False,False
exness,2021-07,0.75pct_equity,0.21,0.41,0.88,1.77,False,False,False,False
exness,2021-08,0.75pct_equity,0.76,1.53,3.29,6.57,False,False,False,False
exness,2021-09,0.75pct_equity,0.67,1.34,2.88,5.76,False,False,False,False
exness,2021-10,0.75pct_equity,0.57,1.13,2.43,4.87,False,False,False,False
exness,2021-11,0.75pct_equity,0.78,1.55,3.34,6.67,False,False,False,False
exness,2021-12,0.75pct_equity,0.46,0.92,1.98,3.96,False,False,False,False
exness,2022-01,0.75pct_equity,0.45,0.91,1.95,3.9,False,False,False,False
exness,2022-02,0.75pct_equity,0.72,1.45,3.11,6.23,False,False,False,False
exness,2022-03,0.75pct_equity,2.58,5.15,11.08,22.15,True,True,True,False
exness,2022-04,0.75pct_equity,0.73,1.47,3.16,6.32,False,False,False,False
exness,2022-05,0.75pct_equity,0.93,1.87,4.02,8.03,False,False,False,False
exness,2022-06,0.75pct_equity,0.38,0.75,1.61,3.23,False,False,False,False
exness,2022-07,0.75pct_equity,1.08,2.16,4.64,9.28,False,False,False,False
exness,2022-08,0.75pct_equity,0.67,1.33,2.86,5.73,False,False,False,False
exness,2022-09,0.75pct_equity,0.68,1.37,2.94,5.88,False,False,False,False
exness,2022-10,0.75pct_equity,0.69,1.37,2.95,5.91,False,False,False,False
exness,2022-11,0.75pct_equity,0.67,1.35,2.9,5.8,False,False,False,False
exness,2022-12,0.75pct_equity,0.74,1.48,3.19,6.38,False,False,False,False
exness,2023-01,0.75pct_equity,0.66,1.32,2.83,5.67,False,False,False,False
exness,2023-02,0.75pct_equity,0.46,0.92,1.98,3.96,False,False,False,False
exness,2023-03,0.75pct_equity,1.67,3.34,7.17,14.35,True,False,False,False
exness,2023-04,0.75pct_equity,1.08,2.16,4.65,9.31,False,False,False,False
exness,2023-05,0.75pct_equity,0.73,1.47,3.16,6.31,False,False,False,False
exness,2023-06,0.75pct_equity,0.34,0.67,1.45,2.9,False,False,False,False
exness,2023-07,0.75pct_equity,0.33,0.66,1.42,2.83,False,False,False,False
exness,2023-08,0.75pct_equity,0.31,0.62,1.33,2.66,False,False,False,False
exness,2023-09,0.75pct_equity,0.58,1.17,2.52,5.03,False,False,False,False
exness,2023-10,0.75pct_equity,1.15,2.31,4.97,9.93,False,False,False,False
exness,2023-11,0.75pct_equity,0.8,1.61,3.46,6.92,False,False,False,False
exness,2023-12,0.75pct_equity,0.58,1.15,2.48,4.95,False,False,False,False
exness,2024-01,0.75pct_equity,0.95,1.9,4.08,8.15,False,False,False,False
exness,2024-02,0.75pct_equity,0.39,0.78,1.67,3.34,False,False,False,False
exness,2024-03,0.75pct_equity,0.75,1.51,3.25,6.49,False,False,False,False
exness,2024-04,0.75pct_equity,1.51,3.03,6.51,13.01,True,False,False,False
exness,2024-05,0.75pct_equity,1.16,2.32,4.98,9.96,False,False,False,False
exness,2024-06,0.75pct_equity,0.6,1.21,2.59,5.19,False,False,False,False
exness,2024-07,0.75pct_equity,1.62,3.25,6.99,13.97,True,False,False,False
exness,2024-08,0.75pct_equity,0.99,1.98,4.25,8.5,False,False,False,False
exness,2024-09,0.75pct_equity,1.98,3.95,8.49,16.99,True,True,False,False
exness,2024-10,0.75pct_equity,1.66,3.31,7.12,14.24,True,False,False,False
exness,2024-11,0.75pct_equity,2.17,4.34,9.33,18.66,True,True,False,False
exness,2024-12,0.75pct_equity,1.97,3.94,8.47,16.94,True,True,False,False
exness,2025-01,0.75pct_equity,2.12,4.25,9.14,18.27,True,True,False,False
exness,2025-02,0.75pct_equity,2.49,4.98,10.7,21.4,True,True,True,False
exness,2025-03,0.75pct_equity,2.04,4.07,8.76,17.52,True,True,False,False
exness,2025-04,0.75pct_equity,6.07,12.13,26.09,52.18,True,True,True,False
exness,2025-05,0.75pct_equity,5.8,11.61,24.96,49.91,True,True,True,False
exness,2025-06,0.75pct_equity,2.72,5.45,11.71,23.42,True,True,True,False
exness,2025-07,0.75pct_equity,2.72,5.44,11.7,23.4,True,True,True,False
exness,2025-08,0.75pct_equity,1.56,3.11,6.69,13.38,True,False,False,False
exness,2025-09,0.75pct_equity,3.78,7.55,16.24,32.48,True,True,True,False
exness,2025-10,0.75pct_equity,9.55,19.1,41.07,82.13,True,True,True,False
exness,2025-11,0.75pct_equity,1.86,3.72,8.0,15.99,True,False,False,False
exness,2025-12,0.75pct_equity,5.22,10.44,22.44,44.88,True,True,True,False
exness,2021-02,1.00pct_equity,0.39,0.77,1.66,3.32,False,False,False,False
exness,2021-03,1.00pct_equity,0.8,1.6,3.43,6.86,False,False,False,False
exness,2021-04,1.00pct_equity,1.02,2.05,4.4,8.8,False,False,False,False
exness,2021-05,1.00pct_equity,0.36,0.73,1.57,3.13,False,False,False,False
exness,2021-06,1.00pct_equity,0.25,0.51,1.09,2.19,False,False,False,False
exness,2021-07,1.00pct_equity,0.27,0.55,1.18,2.36,False,False,False,False
exness,2021-08,1.00pct_equity,1.02,2.04,4.38,8.76,False,False,False,False
exness,2021-09,1.00pct_equity,0.89,1.79,3.84,7.68,False,False,False,False
exness,2021-10,1.00pct_equity,0.75,1.51,3.25,6.49,False,False,False,False
exness,2021-11,1.00pct_equity,1.03,2.07,4.45,8.89,False,False,False,False
exness,2021-12,1.00pct_equity,0.61,1.23,2.64,5.28,False,False,False,False
exness,2022-01,1.00pct_equity,0.6,1.21,2.6,5.19,False,False,False,False
exness,2022-02,1.00pct_equity,0.97,1.93,4.15,8.3,False,False,False,False
exness,2022-03,1.00pct_equity,3.43,6.87,14.77,29.54,True,True,True,False
exness,2022-04,1.00pct_equity,0.98,1.96,4.21,8.43,False,False,False,False
exness,2022-05,1.00pct_equity,1.25,2.49,5.35,10.71,True,False,False,False
exness,2022-06,1.00pct_equity,0.5,1.0,2.15,4.31,False,False,False,False
exness,2022-07,1.00pct_equity,1.44,2.88,6.19,12.38,True,False,False,False
exness,2022-08,1.00pct_equity,0.89,1.78,3.82,7.63,False,False,False,False
exness,2022-09,1.00pct_equity,0.91,1.82,3.92,7.84,False,False,False,False
exness,2022-10,1.00pct_equity,0.92,1.83,3.94,7.87,False,False,False,False
exness,2022-11,1.00pct_equity,0.9,1.8,3.87,7.73,False,False,False,False
exness,2022-12,1.00pct_equity,0.99,1.98,4.25,8.51,False,False,False,False
exness,2023-01,1.00pct_equity,0.88,1.76,3.78,7.55,False,False,False,False
exness,2023-02,1.00pct_equity,0.61,1.23,2.64,5.28,False,False,False,False
exness,2023-03,1.00pct_equity,2.22,4.45,9.56,19.13,True,True,False,False
exness,2023-04,1.00pct_equity,1.44,2.89,6.21,12.41,True,False,False,False
exness,2023-05,1.00pct_equity,0.98,1.96,4.21,8.42,False,False,False,False
exness,2023-06,1.00pct_equity,0.45,0.9,1.93,3.86,False,False,False,False
exness,2023-07,1.00pct_equity,0.44,0.88,1.89,3.78,False,False,False,False
exness,2023-08,1.00pct_equity,0.41,0.82,1.77,3.55,False,False,False,False
exness,2023-09,1.00pct_equity,0.78,1.56,3.35,6.71,False,False,False,False
exness,2023-10,1.00pct_equity,1.54,3.08,6.62,13.24,True,False,False,False
exness,2023-11,1.00pct_equity,1.07,2.15,4.61,9.23,False,False,False,False
exness,2023-12,1.00pct_equity,0.77,1.54,3.3,6.6,False,False,False,False
exness,2024-01,1.00pct_equity,1.26,2.53,5.44,10.87,True,False,False,False
exness,2024-02,1.00pct_equity,0.52,1.04,2.23,4.45,False,False,False,False
exness,2024-03,1.00pct_equity,1.01,2.01,4.33,8.65,False,False,False,False
exness,2024-04,1.00pct_equity,2.02,4.03,8.67,17.35,True,True,False,False
exness,2024-05,1.00pct_equity,1.54,3.09,6.64,13.28,True,False,False,False
exness,2024-06,1.00pct_equity,0.8,1.61,3.46,6.91,False,False,False,False
exness,2024-07,1.00pct_equity,2.17,4.33,9.31,18.63,True,True,False,False
exness,2024-08,1.00pct_equity,1.32,2.64,5.67,11.34,True,False,False,False
exness,2024-09,1.00pct_equity,2.63,5.27,11.32,22.65,True,True,True,False
exness,2024-10,1.00pct_equity,2.21,4.42,9.5,18.99,True,True,False,False
exness,2024-11,1.00pct_equity,2.89,5.79,12.44,24.88,True,True,True,False
exness,2024-12,1.00pct_equity,2.63,5.25,11.3,22.59,True,True,True,False
exness,2025-01,1.00pct_equity,2.83,5.67,12.18,24.37,True,True,True,False
exness,2025-02,1.00pct_equity,3.32,6.64,14.27,28.53,True,True,True,False
exness,2025-03,1.00pct_equity,2.72,5.43,11.68,23.35,True,True,True,False
exness,2025-04,1.00pct_equity,8.09,16.18,34.79,69.57,True,True,True,False
exness,2025-05,1.00pct_equity,7.74,15.48,33.27,66.55,True,True,True,False
exness,2025-06,1.00pct_equity,3.63,7.26,15.62,31.23,True,True,True,False
exness,2025-07,1.00pct_equity,3.63,7.26,15.6,31.21,True,True,True,False
exness,2025-08,1.00pct_equity,2.07,4.15,8.92,17.84,True,True,False,False
exness,2025-09,1.00pct_equity,5.04,10.07,21.65,43.3,True,True,True,False
exness,2025-10,1.00pct_equity,12.73,25.47,54.75,109.51,True,True,True,True
exness,2025-11,1.00pct_equity,2.48,4.96,10.66,21.32,True,True,True,False
exness,2025-12,1.00pct_equity,6.96,13.91,29.92,59.83,True,True,True,False
exness,2021-02,1.25pct_equity,0.48,0.97,2.08,4.15,False,False,False,False
exness,2021-03,1.25pct_equity,1.0,1.99,4.29,8.58,False,False,False,False
exness,2021-04,1.25pct_equity,1.28,2.56,5.5,11.0,True,False,False,False
exness,2021-05,1.25pct_equity,0.46,0.91,1.96,3.91,False,False,False,False
exness,2021-06,1.25pct_equity,0.32,0.64,1.37,2.73,False,False,False,False
exness,2021-07,1.25pct_equity,0.34,0.69,1.47,2.95,False,False,False,False
exness,2021-08,1.25pct_equity,1.27,2.55,5.48,10.96,True,False,False,False
exness,2021-09,1.25pct_equity,1.12,2.23,4.8,9.6,False,False,False,False
exness,2021-10,1.25pct_equity,0.94,1.89,4.06,8.11,False,False,False,False
exness,2021-11,1.25pct_equity,1.29,2.59,5.56,11.12,True,False,False,False
exness,2021-12,1.25pct_equity,0.77,1.53,3.3,6.59,False,False,False,False
exness,2022-01,1.25pct_equity,0.75,1.51,3.25,6.49,False,False,False,False
exness,2022-02,1.25pct_equity,1.21,2.41,5.19,10.38,True,False,False,False
exness,2022-03,1.25pct_equity,4.29,8.59,18.46,36.92,True,True,True,False
exness,2022-04,1.25pct_equity,1.22,2.45,5.27,10.53,True,False,False,False
exness,2022-05,1.25pct_equity,1.56,3.11,6.69,13.38,True,False,False,False
exness,2022-06,1.25pct_equity,0.63,1.25,2.69,5.38,False,False,False,False
exness,2022-07,1.25pct_equity,1.8,3.6,7.74,15.47,True,False,False,False
exness,2022-08,1.25pct_equity,1.11,2.22,4.77,9.54,False,False,False,False
exness,2022-09,1.25pct_equity,1.14,2.28,4.9,9.8,False,False,False,False
exness,2022-10,1.25pct_equity,1.14,2.29,4.92,9.84,False,False,False,False
exness,2022-11,1.25pct_equity,1.12,2.25,4.83,9.66,False,False,False,False
exness,2022-12,1.25pct_equity,1.24,2.47,5.32,10.64,True,False,False,False
exness,2023-01,1.25pct_equity,1.1,2.2,4.72,9.44,False,False,False,False
exness,2023-02,1.25pct_equity,0.77,1.54,3.3,6.6,False,False,False,False
exness,2023-03,1.25pct_equity,2.78,5.56,11.96,23.91,True,True,True,False
exness,2023-04,1.25pct_equity,1.8,3.61,7.76,15.51,True,False,False,False
exness,2023-05,1.25pct_equity,1.22,2.45,5.26,10.52,True,False,False,False
exness,2023-06,1.25pct_equity,0.56,1.12,2.41,4.83,False,False,False,False
exness,2023-07,1.25pct_equity,0.55,1.1,2.36,4.72,False,False,False,False
exness,2023-08,1.25pct_equity,0.52,1.03,2.22,4.43,False,False,False,False
exness,2023-09,1.25pct_equity,0.97,1.95,4.19,8.38,False,False,False,False
exness,2023-10,1.25pct_equity,1.92,3.85,8.28,16.55,True,True,False,False
exness,2023-11,1.25pct_equity,1.34,2.68,5.77,11.54,True,False,False,False
exness,2023-12,1.25pct_equity,0.96,1.92,4.13,8.25,False,False,False,False
exness,2024-01,1.25pct_equity,1.58,3.16,6.79,13.59,True,False,False,False
exness,2024-02,1.25pct_equity,0.65,1.29,2.78,5.56,False,False,False,False
exness,2024-03,1.25pct_equity,1.26,2.52,5.41,10.82,True,False,False,False
exness,2024-04,1.25pct_equity,2.52,5.04,10.84,21.68,True,True,True,False
exness,2024-05,1.25pct_equity,1.93,3.86,8.3,16.59,True,True,False,False
exness,2024-06,1.25pct_equity,1.0,2.01,4.32,8.64,False,False,False,False
exness,2024-07,1.25pct_equity,2.71,5.42,11.64,23.29,True,True,True,False
exness,2024-08,1.25pct_equity,1.65,3.3,7.09,14.17,True,False,False,False
exness,2024-09,1.25pct_equity,3.29,6.58,14.16,28.31,True,True,True,False
exness,2024-10,1.25pct_equity,2.76,5.52,11.87,23.74,True,True,True,False
exness,2024-11,1.25pct_equity,3.62,7.23,15.55,31.1,True,True,True,False
exness,2024-12,1.25pct_equity,3.28,6.57,14.12,28.24,True,True,True,False
exness,2025-01,1.25pct_equity,3.54,7.08,15.23,30.46,True,True,True,False
exness,2025-02,1.25pct_equity,4.15,8.29,17.83,35.67,True,True,True,False
exness,2025-03,1.25pct_equity,3.39,6.79,14.6,29.19,True,True,True,False
exness,2025-04,1.25pct_equity,10.11,20.23,43.48,86.97,True,True,True,True
exness,2025-05,1.25pct_equity,9.67,19.35,41.59,83.19,True,True,True,False
exness,2025-06,1.25pct_equity,4.54,9.08,19.52,39.04,True,True,True,False
exness,2025-07,1.25pct_equity,4.54,9.07,19.5,39.01,True,True,True,False
exness,2025-08,1.25pct_equity,2.59,5.19,11.15,22.3,True,True,True,False
exness,2025-09,1.25pct_equity,6.29,12.59,27.07,54.13,True,True,True,False
exness,2025-10,1.25pct_equity,15.92,31.83,68.44,136.89,True,True,True,True
exness,2025-11,1.25pct_equity,3.1,6.2,13.33,26.66,True,True,True,False
exness,2025-12,1.25pct_equity,8.7,17.39,37.4,74.79,True,True,True,False
exness,2021-02,1.50pct_equity,0.58,1.16,2.49,4.98,False,False,False,False
exness,2021-03,1.50pct_equity,1.2,2.39,5.15,10.29,True,False,False,False
exness,2021-04,1.50pct_equity,1.53,3.07,6.6,13.2,True,False,False,False
exness,2021-05,1.50pct_equity,0.55,1.09,2.35,4.7,False,False,False,False
exness,2021-06,1.50pct_equity,0.38,0.76,1.64,3.28,False,False,False,False
exness,2021-07,1.50pct_equity,0.41,0.82,1.77,3.54,False,False,False,False
exness,2021-08,1.50pct_equity,1.53,3.06,6.57,13.15,True,False,False,False
exness,2021-09,1.50pct_equity,1.34,2.68,5.76,11.52,True,False,False,False
exness,2021-10,1.50pct_equity,1.13,2.26,4.87,9.74,False,False,False,False
exness,2021-11,1.50pct_equity,1.55,3.1,6.67,13.34,True,False,False,False
exness,2021-12,1.50pct_equity,0.92,1.84,3.96,7.91,False,False,False,False
exness,2022-01,1.50pct_equity,0.91,1.81,3.9,7.79,False,False,False,False
exness,2022-02,1.50pct_equity,1.45,2.9,6.23,12.45,True,False,False,False
exness,2022-03,1.50pct_equity,5.15,10.3,22.15,44.31,True,True,True,False
exness,2022-04,1.50pct_equity,1.47,2.94,6.32,12.64,True,False,False,False
exness,2022-05,1.50pct_equity,1.87,3.74,8.03,16.06,True,True,False,False
exness,2022-06,1.50pct_equity,0.75,1.5,3.23,6.46,False,False,False,False
exness,2022-07,1.50pct_equity,2.16,4.32,9.28,18.57,True,True,False,False
exness,2022-08,1.50pct_equity,1.33,2.66,5.73,11.45,True,False,False,False
exness,2022-09,1.50pct_equity,1.37,2.74,5.88,11.76,True,False,False,False
exness,2022-10,1.50pct_equity,1.37,2.75,5.91,11.81,True,False,False,False
exness,2022-11,1.50pct_equity,1.35,2.7,5.8,11.6,True,False,False,False
exness,2022-12,1.50pct_equity,1.48,2.97,6.38,12.77,True,False,False,False
exness,2023-01,1.50pct_equity,1.32,2.64,5.67,11.33,True,False,False,False
exness,2023-02,1.50pct_equity,0.92,1.84,3.96,7.93,False,False,False,False
exness,2023-03,1.50pct_equity,3.34,6.67,14.35,28.69,True,True,True,False
exness,2023-04,1.50pct_equity,2.16,4.33,9.31,18.62,True,True,False,False
exness,2023-05,1.50pct_equity,1.47,2.94,6.31,12.62,True,False,False,False
exness,2023-06,1.50pct_equity,0.67,1.35,2.9,5.79,False,False,False,False
exness,2023-07,1.50pct_equity,0.66,1.32,2.83,5.67,False,False,False,False
exness,2023-08,1.50pct_equity,0.62,1.24,2.66,5.32,False,False,False,False
exness,2023-09,1.50pct_equity,1.17,2.34,5.03,10.06,True,False,False,False
exness,2023-10,1.50pct_equity,2.31,4.62,9.93,19.86,True,True,False,False
exness,2023-11,1.50pct_equity,1.61,3.22,6.92,13.84,True,False,False,False
exness,2023-12,1.50pct_equity,1.15,2.3,4.95,9.9,False,False,False,False
exness,2024-01,1.50pct_equity,1.9,3.79,8.15,16.3,True,True,False,False
exness,2024-02,1.50pct_equity,0.78,1.55,3.34,6.68,False,False,False,False
exness,2024-03,1.50pct_equity,1.51,3.02,6.49,12.98,True,False,False,False
exness,2024-04,1.50pct_equity,3.03,6.05,13.01,26.02,True,True,True,False
exness,2024-05,1.50pct_equity,2.32,4.63,9.96,19.91,True,True,False,False
exness,2024-06,1.50pct_equity,1.21,2.41,5.19,10.37,True,False,False,False
exness,2024-07,1.50pct_equity,3.25,6.5,13.97,27.94,True,True,True,False
exness,2024-08,1.50pct_equity,1.98,3.96,8.5,17.01,True,True,False,False
exness,2024-09,1.50pct_equity,3.95,7.9,16.99,33.97,True,True,True,False
exness,2024-10,1.50pct_equity,3.31,6.62,14.24,28.48,True,True,True,False
exness,2024-11,1.50pct_equity,4.34,8.68,18.66,37.32,True,True,True,False
exness,2024-12,1.50pct_equity,3.94,7.88,16.94,33.89,True,True,True,False
exness,2025-01,1.50pct_equity,4.25,8.5,18.27,36.55,True,True,True,False
exness,2025-02,1.50pct_equity,4.98,9.95,21.4,42.8,True,True,True,False
exness,2025-03,1.50pct_equity,4.07,8.15,17.52,35.03,True,True,True,False
exness,2025-04,1.50pct_equity,12.13,24.27,52.18,104.36,True,True,True,True
exness,2025-05,1.50pct_equity,11.61,23.21,49.91,99.82,True,True,True,True
exness,2025-06,1.50pct_equity,5.45,10.89,23.42,46.84,True,True,True,False
exness,2025-07,1.50pct_equity,5.44,10.89,23.4,46.81,True,True,True,False
exness,2025-08,1.50pct_equity,3.11,6.22,13.38,26.76,True,True,True,False
exness,2025-09,1.50pct_equity,7.55,15.11,32.48,64.96,True,True,True,False
exness,2025-10,1.50pct_equity,19.1,38.2,82.13,164.26,True,True,True,True
exness,2025-11,1.50pct_equity,3.72,7.44,15.99,31.99,True,True,True,False
exness,2025-12,1.50pct_equity,10.44,20.87,44.88,89.75,True,True,True,True
fbs,2020-05,fixed_0.01_lot,0.12,0.23,0.5,1.0,False,False,False,False
fbs,2020-06,fixed_0.01_lot,0.12,0.24,0.52,1.03,False,False,False,False
fbs,2020-07,fixed_0.01_lot,0.17,0.34,0.74,1.47,False,False,False,False
fbs,2020-08,fixed_0.01_lot,0.44,0.89,1.91,3.81,False,False,False,False
fbs,2020-09,fixed_0.01_lot,0.24,0.48,1.03,2.06,False,False,False,False
fbs,2020-10,fixed_0.01_lot,0.06,0.11,0.24,0.48,False,False,False,False
fbs,2020-11,fixed_0.01_lot,0.22,0.43,0.93,1.87,False,False,False,False
fbs,2020-12,fixed_0.01_lot,0.18,0.37,0.79,1.58,False,False,False,False
fbs,2021-01,fixed_0.01_lot,0.21,0.42,0.89,1.79,False,False,False,False
fbs,2021-02,fixed_0.01_lot,0.2,0.41,0.88,1.76,False,False,False,False
fbs,2021-03,fixed_0.01_lot,0.11,0.21,0.46,0.92,False,False,False,False
fbs,2021-04,fixed_0.01_lot,0.09,0.18,0.38,0.77,False,False,False,False
fbs,2021-05,fixed_0.01_lot,0.18,0.36,0.77,1.54,False,False,False,False
fbs,2021-06,fixed_0.01_lot,0.13,0.25,0.54,1.08,False,False,False,False
fbs,2021-07,fixed_0.01_lot,0.06,0.11,0.24,0.49,False,False,False,False
fbs,2021-08,fixed_0.01_lot,0.23,0.46,1.0,1.99,False,False,False,False
fbs,2021-09,fixed_0.01_lot,0.14,0.27,0.58,1.16,False,False,False,False
fbs,2021-10,fixed_0.01_lot,0.1,0.2,0.44,0.87,False,False,False,False
fbs,2021-11,fixed_0.01_lot,0.23,0.45,0.98,1.96,False,False,False,False
fbs,2021-12,fixed_0.01_lot,0.08,0.16,0.34,0.68,False,False,False,False
fbs,2022-01,fixed_0.01_lot,0.12,0.24,0.52,1.05,False,False,False,False
fbs,2022-02,fixed_0.01_lot,0.09,0.17,0.37,0.73,False,False,False,False
fbs,2022-03,fixed_0.01_lot,0.58,1.16,2.5,5.01,False,False,False,False
fbs,2022-04,fixed_0.01_lot,0.09,0.19,0.4,0.81,False,False,False,False
fbs,2022-05,fixed_0.01_lot,0.12,0.25,0.53,1.06,False,False,False,False
fbs,2022-06,fixed_0.01_lot,0.09,0.19,0.4,0.81,False,False,False,False
fbs,2022-07,fixed_0.01_lot,0.18,0.36,0.78,1.55,False,False,False,False
fbs,2022-08,fixed_0.01_lot,0.12,0.24,0.51,1.02,False,False,False,False
fbs,2022-09,fixed_0.01_lot,0.1,0.19,0.42,0.83,False,False,False,False
fbs,2022-10,fixed_0.01_lot,0.09,0.18,0.4,0.79,False,False,False,False
fbs,2022-11,fixed_0.01_lot,0.14,0.28,0.6,1.19,False,False,False,False
fbs,2022-12,fixed_0.01_lot,0.11,0.22,0.48,0.97,False,False,False,False
fbs,2023-01,fixed_0.01_lot,0.11,0.23,0.49,0.98,False,False,False,False
fbs,2023-02,fixed_0.01_lot,0.17,0.34,0.72,1.44,False,False,False,False
fbs,2023-03,fixed_0.01_lot,0.33,0.65,1.4,2.81,False,False,False,False
fbs,2023-04,fixed_0.01_lot,0.2,0.4,0.85,1.71,False,False,False,False
fbs,2023-05,fixed_0.01_lot,0.21,0.42,0.91,1.81,False,False,False,False
fbs,2023-06,fixed_0.01_lot,-0.0,-0.01,-0.01,-0.03,False,False,False,False
fbs,2023-07,fixed_0.01_lot,0.1,0.19,0.42,0.84,False,False,False,False
fbs,2023-08,fixed_0.01_lot,0.1,0.2,0.43,0.86,False,False,False,False
fbs,2023-09,fixed_0.01_lot,0.21,0.43,0.92,1.84,False,False,False,False
fbs,2023-10,fixed_0.01_lot,0.21,0.41,0.89,1.77,False,False,False,False
fbs,2023-11,fixed_0.01_lot,0.15,0.31,0.66,1.32,False,False,False,False
fbs,2023-12,fixed_0.01_lot,0.21,0.42,0.9,1.79,False,False,False,False
fbs,2024-01,fixed_0.01_lot,0.22,0.44,0.95,1.9,False,False,False,False
fbs,2024-02,fixed_0.01_lot,-0.01,-0.03,-0.05,-0.11,False,False,False,False
fbs,2024-03,fixed_0.01_lot,0.39,0.78,1.68,3.36,False,False,False,False
fbs,2024-04,fixed_0.01_lot,0.38,0.77,1.65,3.29,False,False,False,False
fbs,2024-05,fixed_0.01_lot,0.27,0.54,1.16,2.32,False,False,False,False
fbs,2024-06,fixed_0.01_lot,0.14,0.28,0.61,1.22,False,False,False,False
fbs,2024-07,fixed_0.01_lot,0.45,0.89,1.92,3.84,False,False,False,False
fbs,2024-08,fixed_0.01_lot,0.15,0.3,0.65,1.3,False,False,False,False
fbs,2024-09,fixed_0.01_lot,0.32,0.63,1.36,2.72,False,False,False,False
fbs,2024-10,fixed_0.01_lot,0.24,0.47,1.02,2.04,False,False,False,False
fbs,2024-11,fixed_0.01_lot,0.32,0.64,1.37,2.74,False,False,False,False
fbs,2024-12,fixed_0.01_lot,0.26,0.51,1.1,2.2,False,False,False,False
fbs,2025-01,fixed_0.01_lot,0.3,0.61,1.3,2.61,False,False,False,False
fbs,2025-02,fixed_0.01_lot,0.43,0.86,1.85,3.69,False,False,False,False
fbs,2025-03,fixed_0.01_lot,0.33,0.66,1.43,2.85,False,False,False,False
fbs,2025-04,fixed_0.01_lot,0.86,1.72,3.69,7.38,False,False,False,False
fbs,2025-05,fixed_0.01_lot,0.74,1.48,3.18,6.36,False,False,False,False
fbs,2025-06,fixed_0.01_lot,0.25,0.5,1.07,2.15,False,False,False,False
fbs,2025-07,fixed_0.01_lot,0.49,0.98,2.1,4.19,False,False,False,False
fbs,2025-08,fixed_0.01_lot,0.19,0.39,0.84,1.67,False,False,False,False
fbs,2025-09,fixed_0.01_lot,0.51,1.02,2.19,4.38,False,False,False,False
fbs,2025-10,fixed_0.01_lot,1.15,2.3,4.94,9.89,False,False,False,False
