source,month,risk_mode,rolling_7d_pct,rolling_14d_pct,rolling_30d_pct,rolling_60d_pct,target_5_30d,target_8_30d,target_10_30d,target_10_weekly
canonical,2022-07,1.00pct_equity,1.16,2.33,5.01,10.01,True,False,False,False
canonical,2022-08,1.00pct_equity,0.63,1.26,2.71,5.43,False,False,False,False
canonical,2022-09,1.00pct_equity,1.3,2.61,5.61,11.21,True,False,False,False
canonical,2022-10,1.00pct_equity,1.11,2.22,4.78,9.57,False,False,False,False
canonical,2022-11,1.00pct_equity,0.63,1.26,2.72,5.43,False,False,False,False
canonical,2022-12,1.00pct_equity,0.0,0.01,0.01,0.02,False,False,False,False
canonical,2023-01,1.00pct_equity,0.03,0.06,0.12,0.24,False,False,False,False
canonical,2023-02,1.00pct_equity,0.67,1.34,2.89,5.78,False,False,False,False
canonical,2023-03,1.00pct_equity,0.72,1.43,3.08,6.16,False,False,False,False
canonical,2023-04,1.00pct_equity,0.18,0.36,0.77,1.54,False,False,False,False
canonical,2023-05,1.00pct_equity,0.64,1.28,2.76,5.51,False,False,False,False
canonical,2023-06,1.00pct_equity,0.03,0.05,0.11,0.22,False,False,False,False
canonical,2023-07,1.00pct_equity,0.07,0.13,0.28,0.56,False,False,False,False
canonical,2023-08,1.00pct_equity,0.41,0.83,1.77,3.55,False,False,False,False
canonical,2023-09,1.00pct_equity,0.81,1.63,3.5,6.99,False,False,False,False
canonical,2023-10,1.00pct_equity,1.32,2.65,5.69,11.38,True,False,False,False
canonical,2023-11,1.00pct_equity,0.01,0.02,0.05,0.1,False,False,False,False
canonical,2023-12,1.00pct_equity,1.09,2.18,4.68,9.36,False,False,False,False
canonical,2024-01,1.00pct_equity,0.26,0.51,1.11,2.21,False,False,False,False
canonical,2024-02,1.00pct_equity,0.24,0.48,1.03,2.07,False,False,False,False
canonical,2024-03,1.00pct_equity,1.55,3.1,6.66,13.33,True,False,False,False
canonical,2024-04,1.00pct_equity,1.68,3.37,7.24,14.48,True,False,False,False
canonical,2024-05,1.00pct_equity,1.82,3.64,7.82,15.65,True,False,False,False
canonical,2024-06,1.00pct_equity,-0.78,-1.56,-3.35,-6.7,False,False,False,False
canonical,2024-07,1.00pct_equity,2.57,5.15,11.06,22.12,True,True,True,False
canonical,2024-08,1.00pct_equity,0.22,0.45,0.96,1.93,False,False,False,False
canonical,2024-09,1.00pct_equity,1.17,2.34,5.04,10.07,True,False,False,False
canonical,2024-10,1.00pct_equity,0.56,1.11,2.4,4.79,False,False,False,False
canonical,2024-11,1.00pct_equity,2.12,4.24,9.12,18.24,True,True,False,False
canonical,2024-12,1.00pct_equity,0.39,0.79,1.69,3.38,False,False,False,False
canonical,2025-01,1.00pct_equity,1.43,2.86,6.14,12.28,True,False,False,False
canonical,2025-02,1.00pct_equity,0.57,1.14,2.46,4.91,False,False,False,False
canonical,2025-03,1.00pct_equity,1.68,3.35,7.21,14.42,True,False,False,False
canonical,2025-04,1.00pct_equity,7.86,15.72,33.81,67.62,True,True,True,False
canonical,2025-05,1.00pct_equity,6.96,13.91,29.91,59.83,True,True,True,False
canonical,2025-06,1.00pct_equity,2.3,4.59,9.88,19.76,True,True,False,False
canonical,2025-07,1.00pct_equity,2.16,4.33,9.3,18.6,True,True,False,False
canonical,2025-08,1.00pct_equity,0.74,1.48,3.17,6.35,False,False,False,False
canonical,2025-09,1.00pct_equity,5.62,11.23,24.15,48.3,True,True,True,False
canonical,2025-10,1.00pct_equity,8.04,16.08,34.57,69.15,True,True,True,False
canonical,2025-11,1.00pct_equity,3.61,7.22,15.52,31.05,True,True,True,False
canonical,2025-12,1.00pct_equity,3.12,6.24,13.42,26.85,True,True,True,False
canonical,2020-01,1.25pct_equity,0.6,1.19,2.56,5.12,False,False,False,False
canonical,2020-02,1.25pct_equity,0.92,1.84,3.96,7.92,False,False,False,False
canonical,2020-03,1.25pct_equity,2.77,5.55,11.93,23.86,True,True,True,False
canonical,2020-04,1.25pct_equity,1.15,2.3,4.94,9.88,False,False,False,False
canonical,2020-05,1.25pct_equity,0.88,1.77,3.8,7.6,False,False,False,False
canonical,2020-06,1.25pct_equity,0.52,1.04,2.23,4.46,False,False,False,False
canonical,2020-07,1.25pct_equity,2.38,4.76,10.23,20.46,True,True,True,False
canonical,2020-08,1.25pct_equity,2.18,4.36,9.38,18.75,True,True,False,False
canonical,2020-09,1.25pct_equity,0.36,0.72,1.55,3.1,False,False,False,False
canonical,2020-10,1.25pct_equity,0.4,0.8,1.73,3.45,False,False,False,False
canonical,2020-11,1.25pct_equity,1.76,3.52,7.58,15.16,True,False,False,False
canonical,2020-12,1.25pct_equity,1.52,3.03,6.52,13.05,True,False,False,False
canonical,2021-01,1.25pct_equity,0.71,1.42,3.05,6.11,False,False,False,False
canonical,2021-02,1.25pct_equity,1.6,3.19,6.87,13.73,True,False,False,False
canonical,2021-03,1.25pct_equity,0.41,0.81,1.75,3.5,False,False,False,False
canonical,2021-04,1.25pct_equity,0.89,1.77,3.82,7.63,False,False,False,False
canonical,2021-05,1.25pct_equity,0.7,1.4,3.0,6.01,False,False,False,False
canonical,2021-06,1.25pct_equity,0.56,1.11,2.39,4.78,False,False,False,False
canonical,2021-07,1.25pct_equity,0.96,1.92,4.12,8.24,False,False,False,False
canonical,2021-08,1.25pct_equity,1.58,3.16,6.8,13.59,True,False,False,False
canonical,2021-09,1.25pct_equity,0.24,0.48,1.02,2.04,False,False,False,False
canonical,2021-10,1.25pct_equity,0.15,0.3,0.64,1.27,False,False,False,False
canonical,2021-11,1.25pct_equity,1.46,2.92,6.28,12.57,True,False,False,False
canonical,2021-12,1.25pct_equity,0.4,0.8,1.71,3.43,False,False,False,False
canonical,2022-01,1.25pct_equity,1.3,2.6,5.59,11.18,True,False,False,False
canonical,2022-02,1.25pct_equity,0.88,1.76,3.79,7.58,False,False,False,False
canonical,2022-03,1.25pct_equity,1.59,3.17,6.83,13.65,True,False,False,False
canonical,2022-04,1.25pct_equity,0.78,1.56,3.35,6.71,False,False,False,False
canonical,2022-05,1.25pct_equity,0.94,1.88,4.03,8.06,False,False,False,False
canonical,2022-06,1.25pct_equity,0.46,0.92,1.97,3.94,False,False,False,False
canonical,2022-07,1.25pct_equity,1.46,2.91,6.26,12.52,True,False,False,False
canonical,2022-08,1.25pct_equity,0.79,1.58,3.39,6.78,False,False,False,False
canonical,2022-09,1.25pct_equity,1.63,3.26,7.01,14.02,True,False,False,False
canonical,2022-10,1.25pct_equity,1.39,2.78,5.98,11.96,True,False,False,False
canonical,2022-11,1.25pct_equity,0.79,1.58,3.4,6.79,False,False,False,False
canonical,2022-12,1.25pct_equity,0.0,0.01,0.01,0.03,False,False,False,False
canonical,2023-01,1.25pct_equity,0.03,0.07,0.15,0.3,False,False,False,False
canonical,2023-02,1.25pct_equity,0.84,1.68,3.61,7.22,False,False,False,False
canonical,2023-03,1.25pct_equity,0.89,1.79,3.85,7.7,False,False,False,False
canonical,2023-04,1.25pct_equity,0.22,0.45,0.97,1.93,False,False,False,False
canonical,2023-05,1.25pct_equity,0.8,1.6,3.45,6.89,False,False,False,False
canonical,2023-06,1.25pct_equity,0.03,0.06,0.14,0.28,False,False,False,False
canonical,2023-07,1.25pct_equity,0.08,0.16,0.35,0.7,False,False,False,False
canonical,2023-08,1.25pct_equity,0.52,1.03,2.22,4.43,False,False,False,False
canonical,2023-09,1.25pct_equity,1.02,2.03,4.37,8.74,False,False,False,False
canonical,2023-10,1.25pct_equity,1.65,3.31,7.11,14.22,True,False,False,False
canonical,2023-11,1.25pct_equity,0.01,0.03,0.06,0.12,False,False,False,False
canonical,2023-12,1.25pct_equity,1.36,2.72,5.85,11.7,True,False,False,False
canonical,2024-01,1.25pct_equity,0.32,0.64,1.38,2.77,False,False,False,False
canonical,2024-02,1.25pct_equity,0.3,0.6,1.29,2.58,False,False,False,False
canonical,2024-03,1.25pct_equity,1.94,3.87,8.33,16.66,True,True,False,False
canonical,2024-04,1.25pct_equity,2.1,4.21,9.05,18.09,True,True,False,False
canonical,2024-05,1.25pct_equity,2.27,4.55,9.78,19.56,True,True,False,False
canonical,2024-06,1.25pct_equity,-0.97,-1.95,-4.18,-8.37,False,False,False,False
canonical,2024-07,1.25pct_equity,3.22,6.43,13.83,27.66,True,True,True,False
canonical,2024-08,1.25pct_equity,0.28,0.56,1.21,2.41,False,False,False,False
canonical,2024-09,1.25pct_equity,1.46,2.93,6.3,12.59,True,False,False,False
canonical,2024-10,1.25pct_equity,0.7,1.39,3.0,5.99,False,False,False,False
canonical,2024-11,1.25pct_equity,2.65,5.3,11.4,22.8,True,True,True,False
canonical,2024-12,1.25pct_equity,0.49,0.98,2.11,4.22,False,False,False,False
canonical,2025-01,1.25pct_equity,1.79,3.57,7.68,15.35,True,False,False,False
canonical,2025-02,1.25pct_equity,0.71,1.43,3.07,6.14,False,False,False,False
canonical,2025-03,1.25pct_equity,2.1,4.19,9.01,18.03,True,True,False,False
canonical,2025-04,1.25pct_equity,9.83,19.66,42.26,84.52,True,True,True,False
canonical,2025-05,1.25pct_equity,8.7,17.39,37.39,74.78,True,True,True,False
canonical,2025-06,1.25pct_equity,2.87,5.74,12.35,24.7,True,True,True,False
canonical,2025-07,1.25pct_equity,2.7,5.41,11.63,23.25,True,True,True,False
canonical,2025-08,1.25pct_equity,0.92,1.85,3.97,7.94,False,False,False,False
canonical,2025-09,1.25pct_equity,7.02,14.04,30.19,60.37,True,True,True,False
canonical,2025-10,1.25pct_equity,10.05,20.1,43.22,86.44,True,True,True,True
canonical,2025-11,1.25pct_equity,4.51,9.03,19.41,38.81,True,True,True,False
canonical,2025-12,1.25pct_equity,3.9,7.8,16.78,33.56,True,True,True,False
canonical,2020-01,1.50pct_equity,0.71,1.43,3.07,6.14,False,False,False,False
canonical,2020-02,1.50pct_equity,1.1,2.21,4.75,9.5,False,False,False,False
canonical,2020-03,1.50pct_equity,3.33,6.66,14.31,28.63,True,True,True,False
canonical,2020-04,1.50pct_equity,1.38,2.76,5.93,11.86,True,False,False,False
canonical,2020-05,1.50pct_equity,1.06,2.12,4.56,9.12,False,False,False,False
canonical,2020-06,1.50pct_equity,0.62,1.25,2.68,5.36,False,False,False,False
canonical,2020-07,1.50pct_equity,2.85,5.71,12.28,24.55,True,True,True,False
canonical,2020-08,1.50pct_equity,2.62,5.23,11.25,22.5,True,True,True,False
canonical,2020-09,1.50pct_equity,0.43,0.87,1.86,3.72,False,False,False,False
canonical,2020-10,1.50pct_equity,0.48,0.96,2.07,4.15,False,False,False,False
canonical,2020-11,1.50pct_equity,2.12,4.23,9.09,18.19,True,True,False,False
canonical,2020-12,1.50pct_equity,1.82,3.64,7.83,15.65,True,False,False,False
canonical,2021-01,1.50pct_equity,0.85,1.7,3.66,7.33,False,False,False,False
canonical,2021-02,1.50pct_equity,1.92,3.83,8.24,16.48,True,True,False,False
canonical,2021-03,1.50pct_equity,0.49,0.98,2.1,4.2,False,False,False,False
canonical,2021-04,1.50pct_equity,1.06,2.13,4.58,9.16,False,False,False,False
canonical,2021-05,1.50pct_equity,0.84,1.68,3.61,7.21,False,False,False,False
canonical,2021-06,1.50pct_equity,0.67,1.33,2.86,5.73,False,False,False,False
canonical,2021-07,1.50pct_equity,1.15,2.3,4.95,9.89,False,False,False,False
canonical,2021-08,1.50pct_equity,1.9,3.79,8.16,16.31,True,True,False,False
canonical,2021-09,1.50pct_equity,0.29,0.57,1.23,2.45,False,False,False,False
canonical,2021-10,1.50pct_equity,0.18,0.35,0.76,1.52,False,False,False,False
canonical,2021-11,1.50pct_equity,1.75,3.51,7.54,15.08,True,False,False,False
canonical,2021-12,1.50pct_equity,0.48,0.96,2.05,4.11,False,False,False,False
canonical,2022-01,1.50pct_equity,1.56,3.12,6.71,13.42,True,False,False,False
canonical,2022-02,1.50pct_equity,1.06,2.12,4.55,9.1,False,False,False,False
canonical,2022-03,1.50pct_equity,1.9,3.81,8.19,16.38,True,True,False,False
canonical,2022-04,1.50pct_equity,0.94,1.87,4.02,8.05,False,False,False,False
canonical,2022-05,1.50pct_equity,1.13,2.25,4.84,9.68,False,False,False,False
canonical,2022-06,1.50pct_equity,0.55,1.1,2.37,4.73,False,False,False,False
canonical,2022-07,1.50pct_equity,1.75,3.49,7.51,15.02,True,False,False,False
canonical,2022-08,1.50pct_equity,0.95,1.89,4.07,8.14,False,False,False,False
canonical,2022-09,1.50pct_equity,1.96,3.91,8.41,16.82,True,True,False,False
canonical,2022-10,1.50pct_equity,1.67,3.34,7.17,14.35,True,False,False,False
canonical,2022-11,1.50pct_equity,0.95,1.9,4.08,8.15,False,False,False,False
canonical,2022-12,1.50pct_equity,0.0,0.01,0.02,0.04,False,False,False,False
canonical,2023-01,1.50pct_equity,0.04,0.08,0.18,0.36,False,False,False,False
canonical,2023-02,1.50pct_equity,1.01,2.02,4.33,8.67,False,False,False,False
canonical,2023-03,1.50pct_equity,1.07,2.15,4.62,9.23,False,False,False,False
canonical,2023-04,1.50pct_equity,0.27,0.54,1.16,2.32,False,False,False,False
canonical,2023-05,1.50pct_equity,0.96,1.92,4.13,8.27,False,False,False,False
canonical,2023-06,1.50pct_equity,0.04,0.08,0.17,0.33,False,False,False,False
canonical,2023-07,1.50pct_equity,0.1,0.2,0.42,0.84,False,False,False,False
canonical,2023-08,1.50pct_equity,0.62,1.24,2.66,5.32,False,False,False,False
canonical,2023-09,1.50pct_equity,1.22,2.44,5.24,10.49,True,False,False,False
canonical,2023-10,1.50pct_equity,1.98,3.97,8.54,17.07,True,True,False,False
canonical,2023-11,1.50pct_equity,0.02,0.03,0.07,0.15,False,False,False,False
canonical,2023-12,1.50pct_equity,1.63,3.27,7.02,14.04,True,False,False,False
canonical,2024-01,1.50pct_equity,0.39,0.77,1.66,3.32,False,False,False,False
canonical,2024-02,1.50pct_equity,0.36,0.72,1.55,3.1,False,False,False,False
canonical,2024-03,1.50pct_equity,2.32,4.65,10.0,19.99,True,True,False,False
canonical,2024-04,1.50pct_equity,2.52,5.05,10.86,21.71,True,True,True,False
canonical,2024-05,1.50pct_equity,2.73,5.46,11.73,23.47,True,True,True,False
canonical,2024-06,1.50pct_equity,-1.17,-2.34,-5.02,-10.04,False,False,False,False
canonical,2024-07,1.50pct_equity,3.86,7.72,16.59,33.19,True,True,True,False
canonical,2024-08,1.50pct_equity,0.34,0.67,1.45,2.89,False,False,False,False
canonical,2024-09,1.50pct_equity,1.76,3.51,7.55,15.11,True,False,False,False
canonical,2024-10,1.50pct_equity,0.84,1.67,3.6,7.19,False,False,False,False
canonical,2024-11,1.50pct_equity,3.18,6.36,13.68,27.35,True,True,True,False
canonical,2024-12,1.50pct_equity,0.59,1.18,2.53,5.07,False,False,False,False
canonical,2025-01,1.50pct_equity,2.14,4.29,9.21,18.43,True,True,False,False
canonical,2025-02,1.50pct_equity,0.86,1.71,3.68,7.36,False,False,False,False
canonical,2025-03,1.50pct_equity,2.52,5.03,10.82,21.64,True,True,True,False
canonical,2025-04,1.50pct_equity,11.79,23.59,50.71,101.42,True,True,True,True
canonical,2025-05,1.50pct_equity,10.43,20.87,44.87,89.74,True,True,True,True
canonical,2025-06,1.50pct_equity,3.45,6.89,14.82,29.64,True,True,True,False
canonical,2025-07,1.50pct_equity,3.24,6.49,13.95,27.9,True,True,True,False
canonical,2025-08,1.50pct_equity,1.11,2.22,4.76,9.53,False,False,False,False
canonical,2025-09,1.50pct_equity,8.42,16.85,36.22,72.44,True,True,True,False
canonical,2025-10,1.50pct_equity,12.06,24.12,51.86,103.72,True,True,True,True
canonical,2025-11,1.50pct_equity,5.42,10.83,23.29,46.57,True,True,True,False
canonical,2025-12,1.50pct_equity,4.68,9.37,20.14,40.27,True,True,True,False
exness,2021-02,fixed_0.01_lot,0.04,0.08,0.17,0.33,False,False,False,False
exness,2021-03,fixed_0.01_lot,0.08,0.16,0.34,0.69,False,False,False,False
exness,2021-04,fixed_0.01_lot,0.1,0.2,0.44,0.88,False,False,False,False
exness,2021-05,fixed_0.01_lot,0.04,0.07,0.16,0.31,False,False,False,False
exness,2021-06,fixed_0.01_lot,0.03,0.05,0.11,0.22,False,False,False,False
exness,2021-07,fixed_0.01_lot,0.03,0.05,0.12,0.24,False,False,False,False
exness,2021-08,fixed_0.01_lot,0.1,0.2,0.44,0.88,False,False,False,False
exness,2021-09,fixed_0.01_lot,0.09,0.18,0.38,0.77,False,False,False,False
exness,2021-10,fixed_0.01_lot,0.08,0.15,0.32,0.65,False,False,False,False
exness,2021-11,fixed_0.01_lot,0.1,0.21,0.44,0.89,False,False,False,False
exness,2021-12,fixed_0.01_lot,0.06,0.12,0.26,0.53,False,False,False,False
exness,2022-01,fixed_0.01_lot,0.06,0.12,0.26,0.52,False,False,False,False
exness,2022-02,fixed_0.01_lot,0.1,0.19,0.42,0.83,False,False,False,False
exness,2022-03,fixed_0.01_lot,0.34,0.69,1.48,2.95,False,False,False,False
exness,2022-04,fixed_0.01_lot,0.1,0.2,0.42,0.84,False,False,False,False
exness,2022-05,fixed_0.01_lot,0.12,0.25,0.54,1.07,False,False,False,False
exness,2022-06,fixed_0.01_lot,0.05,0.1,0.22,0.43,False,False,False,False
exness,2022-07,fixed_0.01_lot,0.14,0.29,0.62,1.24,False,False,False,False
exness,2022-08,fixed_0.01_lot,0.09,0.18,0.38,0.76,False,False,False,False
exness,2022-09,fixed_0.01_lot,0.09,0.18,0.39,0.78,False,False,False,False
exness,2022-10,fixed_0.01_lot,0.09,0.18,0.39,0.79,False,False,False,False
exness,2022-11,fixed_0.01_lot,0.09,0.18,0.39,0.77,False,False,False,False
exness,2022-12,fixed_0.01_lot,0.1,0.2,0.43,0.85,False,False,False,False
exness,2023-01,fixed_0.01_lot,0.09,0.18,0.38,0.76,False,False,False,False
exness,2023-02,fixed_0.01_lot,0.06,0.12,0.26,0.53,False,False,False,False
exness,2023-03,fixed_0.01_lot,0.22,0.44,0.96,1.91,False,False,False,False
exness,2023-04,fixed_0.01_lot,0.14,0.29,0.62,1.24,False,False,False,False
exness,2023-05,fixed_0.01_lot,0.1,0.2,0.42,0.84,False,False,False,False
exness,2023-06,fixed_0.01_lot,0.04,0.09,0.19,0.39,False,False,False,False
exness,2023-07,fixed_0.01_lot,0.04,0.09,0.19,0.38,False,False,False,False
exness,2023-08,fixed_0.01_lot,0.04,0.08,0.18,0.35,False,False,False,False
exness,2023-09,fixed_0.01_lot,0.08,0.16,0.34,0.67,False,False,False,False
exness,2023-10,fixed_0.01_lot,0.15,0.31,0.66,1.32,False,False,False,False
exness,2023-11,fixed_0.01_lot,0.11,0.21,0.46,0.92,False,False,False,False
exness,2023-12,fixed_0.01_lot,0.08,0.15,0.33,0.66,False,False,False,False
exness,2024-01,fixed_0.01_lot,0.13,0.25,0.54,1.09,False,False,False,False
exness,2024-02,fixed_0.01_lot,0.05,0.1,0.22,0.45,False,False,False,False
exness,2024-03,fixed_0.01_lot,0.1,0.2,0.43,0.87,False,False,False,False
exness,2024-04,fixed_0.01_lot,0.2,0.4,0.87,1.73,False,False,False,False
exness,2024-05,fixed_0.01_lot,0.15,0.31,0.66,1.33,False,False,False,False
exness,2024-06,fixed_0.01_lot,0.08,0.16,0.35,0.69,False,False,False,False
exness,2024-07,fixed_0.01_lot,0.22,0.43,0.93,1.86,False,False,False,False
exness,2024-08,fixed_0.01_lot,0.13,0.26,0.57,1.13,False,False,False,False
exness,2024-09,fixed_0.01_lot,0.26,0.53,1.13,2.26,False,False,False,False
exness,2024-10,fixed_0.01_lot,0.22,0.44,0.95,1.9,False,False,False,False
exness,2024-11,fixed_0.01_lot,0.29,0.58,1.24,2.49,False,False,False,False
exness,2024-12,fixed_0.01_lot,0.26,0.53,1.13,2.26,False,False,False,False
exness,2025-01,fixed_0.01_lot,0.28,0.57,1.22,2.44,False,False,False,False
exness,2025-02,fixed_0.01_lot,0.33,0.66,1.43,2.85,False,False,False,False
exness,2025-03,fixed_0.01_lot,0.27,0.54,1.17,2.34,False,False,False,False
exness,2025-04,fixed_0.01_lot,0.81,1.62,3.48,6.96,False,False,False,False
exness,2025-05,fixed_0.01_lot,0.77,1.55,3.33,6.65,False,False,False,False
exness,2025-06,fixed_0.01_lot,0.36,0.73,1.56,3.12,False,False,False,False
exness,2025-07,fixed_0.01_lot,0.36,0.73,1.56,3.12,False,False,False,False
exness,2025-08,fixed_0.01_lot,0.21,0.41,0.89,1.78,False,False,False,False
exness,2025-09,fixed_0.01_lot,0.5,1.01,2.17,4.33,False,False,False,False
exness,2025-10,fixed_0.01_lot,1.27,2.55,5.48,10.95,True,False,False,False
exness,2025-11,fixed_0.01_lot,0.25,0.5,1.07,2.13,False,False,False,False
exness,2025-12,fixed_0.01_lot,0.7,1.39,2.99,5.98,False,False,False,False
exness,2021-02,0.25pct_equity,0.1,0.19,0.42,0.83,False,False,False,False
exness,2021-03,0.25pct_equity,0.2,0.4,0.86,1.72,False,False,False,False
exness,2021-04,0.25pct_equity,0.26,0.51,1.1,2.2,False,False,False,False
exness,2021-05,0.25pct_equity,0.09,0.18,0.39,0.78,False,False,False,False
exness,2021-06,0.25pct_equity,0.06,0.13,0.27,0.55,False,False,False,False
exness,2021-07,0.25pct_equity,0.07,0.14,0.29,0.59,False,False,False,False
exness,2021-08,0.25pct_equity,0.25,0.51,1.1,2.19,False,False,False,False
exness,2021-09,0.25pct_equity,0.22,0.45,0.96,1.92,False,False,False,False
exness,2021-10,0.25pct_equity,0.19,0.38,0.81,1.62,False,False,False,False
exness,2021-11,0.25pct_equity,0.26,0.52,1.11,2.22,False,False,False,False
exness,2021-12,0.25pct_equity,0.15,0.31,0.66,1.32,False,False,False,False
exness,2022-01,0.25pct_equity,0.15,0.3,0.65,1.3,False,False,False,False
exness,2022-02,0.25pct_equity,0.24,0.48,1.04,2.08,False,False,False,False
exness,2022-03,0.25pct_equity,0.86,1.72,3.69,7.38,False,False,False,False
exness,2022-04,0.25pct_equity,0.24,0.49,1.05,2.11,False,False,False,False
exness,2022-05,0.25pct_equity,0.31,0.62,1.34,2.68,False,False,False,False
exness,2022-06,0.25pct_equity,0.13,0.25,0.54,1.08,False,False,False,False
exness,2022-07,0.25pct_equity,0.36,0.72,1.55,3.09,False,False,False,False
exness,2022-08,0.25pct_equity,0.22,0.44,0.95,1.91,False,False,False,False
exness,2022-09,0.25pct_equity,0.23,0.46,0.98,1.96,False,False,False,False
exness,2022-10,0.25pct_equity,0.23,0.46,0.98,1.97,False,False,False,False
exness,2022-11,0.25pct_equity,0.22,0.45,0.97,1.93,False,False,False,False
exness,2022-12,0.25pct_equity,0.25,0.49,1.06,2.13,False,False,False,False
exness,2023-01,0.25pct_equity,0.22,0.44,0.94,1.89,False,False,False,False
exness,2023-02,0.25pct_equity,0.15,0.31,0.66,1.32,False,False,False,False
exness,2023-03,0.25pct_equity,0.56,1.11,2.39,4.78,False,False,False,False
exness,2023-04,0.25pct_equity,0.36,0.72,1.55,3.1,False,False,False,False
exness,2023-05,0.25pct_equity,0.24,0.49,1.05,2.1,False,False,False,False
exness,2023-06,0.25pct_equity,0.11,0.22,0.48,0.97,False,False,False,False
exness,2023-07,0.25pct_equity,0.11,0.22,0.47,0.94,False,False,False,False
exness,2023-08,0.25pct_equity,0.1,0.21,0.44,0.89,False,False,False,False
exness,2023-09,0.25pct_equity,0.2,0.39,0.84,1.68,False,False,False,False
exness,2023-10,0.25pct_equity,0.38,0.77,1.66,3.31,False,False,False,False
exness,2023-11,0.25pct_equity,0.27,0.54,1.15,2.31,False,False,False,False
exness,2023-12,0.25pct_equity,0.19,0.38,0.83,1.65,False,False,False,False
exness,2024-01,0.25pct_equity,0.32,0.63,1.36,2.72,False,False,False,False
exness,2024-02,0.25pct_equity,0.13,0.26,0.56,1.11,False,False,False,False
exness,2024-03,0.25pct_equity,0.25,0.5,1.08,2.16,False,False,False,False
exness,2024-04,0.25pct_equity,0.5,1.01,2.17,4.34,False,False,False,False
exness,2024-05,0.25pct_equity,0.39,0.77,1.66,3.32,False,False,False,False
exness,2024-06,0.25pct_equity,0.2,0.4,0.86,1.73,False,False,False,False
exness,2024-07,0.25pct_equity,0.54,1.08,2.33,4.66,False,False,False,False
exness,2024-08,0.25pct_equity,0.33,0.66,1.42,2.83,False,False,False,False
exness,2024-09,0.25pct_equity,0.66,1.32,2.83,5.66,False,False,False,False
exness,2024-10,0.25pct_equity,0.55,1.1,2.37,4.75,False,False,False,False
exness,2024-11,0.25pct_equity,0.72,1.45,3.11,6.22,False,False,False,False
exness,2024-12,0.25pct_equity,0.66,1.31,2.82,5.65,False,False,False,False
exness,2025-01,0.25pct_equity,0.71,1.42,3.05,6.09,False,False,False,False
exness,2025-02,0.25pct_equity,0.83,1.66,3.57,7.13,False,False,False,False
exness,2025-03,0.25pct_equity,0.68,1.36,2.92,5.84,False,False,False,False
exness,2025-04,0.25pct_equity,2.02,4.04,8.7,17.39,True,True,False,False
exness,2025-05,0.25pct_equity,1.93,3.87,8.32,16.64,True,True,False,False
exness,2025-06,0.25pct_equity,0.91,1.82,3.9,7.81,False,False,False,False
exness,2025-07,0.25pct_equity,0.91,1.81,3.9,7.8,False,False,False,False
exness,2025-08,0.25pct_equity,0.52,1.04,2.23,4.46,False,False,False,False
exness,2025-09,0.25pct_equity,1.26,2.52,5.41,10.83,True,False,False,False
exness,2025-10,0.25pct_equity,3.18,6.37,13.69,27.38,True,True,True,False
exness,2025-11,0.25pct_equity,0.62,1.24,2.67,5.33,False,False,False,False
exness,2025-12,0.25pct_equity,1.74,3.48,7.48,14.96,True,False,False,False
exness,2021-02,0.50pct_equity,0.19,0.39,0.83,1.66,False,False,False,False
exness,2021-03,0.50pct_equity,0.4,0.8,1.72,3.43,False,False,False,False
exness,2021-04,0.50pct_equity,0.51,1.02,2.2,4.4,False,False,False,False
exness,2021-05,0.50pct_equity,0.18,0.36,0.78,1.57,False,False,False,False
exness,2021-06,0.50pct_equity,0.13,0.25,0.55,1.09,False,False,False,False
exness,2021-07,0.50pct_equity,0.14,0.27,0.59,1.18,False,False,False,False
exness,2021-08,0.50pct_equity,0.51,1.02,2.19,4.38,False,False,False,False
exness,2021-09,0.50pct_equity,0.45,0.89,1.92,3.84,False,False,False,False
exness,2021-10,0.50pct_equity,0.38,0.75,1.62,3.25,False,False,False,False
exness,2021-11,0.50pct_equity,0.52,1.03,2.22,4.45,False,False,False,False
exness,2021-12,0.50pct_equity,0.31,0.61,1.32,2.64,False,False,False,False
exness,2022-01,0.50pct_equity,0.3,0.6,1.3,2.6,False,False,False,False
exness,2022-02,0.50pct_equity,0.48,0.97,2.08,4.15,False,False,False,False
exness,2022-03,0.50pct_equity,1.72,3.43,7.38,14.77,True,False,False,False
exness,2022-04,0.50pct_equity,0.49,0.98,2.11,4.21,False,False,False,False
exness,2022-05,0.50pct_equity,0.62,1.25,2.68,5.35,False,False,False,False
exness,2022-06,0.50pct_equity,0.25,0.5,1.08,2.15,False,False,False,False
exness,2022-07,0.50pct_equity,0.72,1.44,3.09,6.19,False,False,False,False
exness,2022-08,0.50pct_equity,0.44,0.89,1.91,3.82,False,False,False,False
exness,2022-09,0.50pct_equity,0.46,0.91,1.96,3.92,False,False,False,False
exness,2022-10,0.50pct_equity,0.46,0.92,1.97,3.94,False,False,False,False
exness,2022-11,0.50pct_equity,0.45,0.9,1.93,3.87,False,False,False,False
exness,2022-12,0.50pct_equity,0.49,0.99,2.13,4.25,False,False,False,False
exness,2023-01,0.50pct_equity,0.44,0.88,1.89,3.78,False,False,False,False
exness,2023-02,0.50pct_equity,0.31,0.61,1.32,2.64,False,False,False,False
exness,2023-03,0.50pct_equity,1.11,2.22,4.78,9.56,False,False,False,False
exness,2023-04,0.50pct_equity,0.72,1.44,3.1,6.21,False,False,False,False
