trade_id,fold,segment,timestamp_entry,timestamp_exit,direction,regime,setup,alpha_proba,meta_proba,approved_risk,actual_risk_percent,risk_amount,lot_size,entry_price,sl_price,tp_price,exit_price,exit_reason,r_gross,r_net,pnl_gross,pnl_net,commission,total_cost,monetary_loss_at_sl,equity_before,equity_after,daily_dd_before,total_dd_before,decision_id
t01_00001,1,dev_wfo,2021-09-30 16:00:00+00:00,2021-09-30 18:00:00+00:00,LONG,,CONTINUATION,0.891291,0.836288,0.0025,0.002439,250.0,0.08,1737.7373,1707.2455,1798.7209,1757.89,TIMEOUT,0.644885,0.606336,161.22,151.58,0.56,9.64,243.93,100000.03000000001,100151.61000000002,0.0,0.0,dec_20260713T104527695750
t01_00002,1,dev_wfo,2021-09-30 17:00:00+00:00,2021-09-30 19:00:00+00:00,LONG,,CONTINUATION,0.864279,0.842613,0.0025,0.002367,250.38,0.07,1742.654,1708.7892,1810.3836,1758.12,TIMEOUT,0.432391,0.398898,108.26,99.88,0.49,8.39,237.05,100151.61000000002,100251.49000000002,0.0,0.0,dec_20260713T104527698951
t01_00003,1,dev_wfo,2021-10-08 13:00:00+00:00,2021-10-08 15:00:00+00:00,LONG,,CONTINUATION,0.860302,0.897673,0.0025,0.002438,250.63,0.16,1759.9007,1744.6264,1790.4492,1775.85,TIMEOUT,1.018191,0.939584,255.19,235.49,1.12,19.7,244.39,100251.49000000002,100486.98000000001,0.0,0.0,dec_20260713T104528018690
t01_00004,1,dev_wfo,2021-10-08 14:00:00+00:00,2021-10-08 16:00:00+00:00,LONG,,CONTINUATION,0.878477,0.894052,0.0025,0.002462,251.22,0.13,1760.384,1741.3542,1798.4436,1772.38,TIMEOUT,0.620763,0.556699,155.95,139.85,0.91,16.09,247.39,100486.98000000001,100626.83000000002,0.0,0.0,dec_20260713T104528022246
t01_00005,1,dev_wfo,2021-10-12 14:00:00+00:00,2021-10-12 16:00:00+00:00,LONG,,CONTINUATION,0.699735,0.652593,0.0025,0.002382,251.57,0.14,1762.954,1745.8304,1797.2011,1768.22,TIMEOUT,0.293056,0.22416,73.72,56.39,0.98,17.33,239.73,100626.83000000002,100683.22000000002,0.0,0.0,dec_20260713T104528104980
t01_00006,1,dev_wfo,2021-10-14 12:00:00+00:00,2021-10-14 14:00:00+00:00,LONG,,CONTINUATION,0.68293,0.780702,0.003,0.002886,302.05,0.2,1796.5707,1782.04,1825.6321,1795.65,TIMEOUT,-0.060961,-0.146466,-18.41,-44.24,1.4,25.83,290.61,100683.22000000002,100638.98000000001,0.000439,0.000439,dec_20260713T104528204651
t01_00007,1,dev_wfo,2021-10-19 07:00:00+00:00,2021-10-19 09:00:00+00:00,LONG,,CONTINUATION,0.739878,0.854257,0.0025,0.002367,251.6,0.15,1775.524,1759.6427,1807.2865,1778.82,TIMEOUT,0.196502,0.123887,49.44,31.17,1.05,18.27,238.22,100638.98000000001,100670.15000000001,0.0,0.00013,dec_20260713T104528368695
t01_00008,1,dev_wfo,2021-10-19 09:00:00+00:00,2021-10-19 11:00:00+00:00,LONG,,CONTINUATION,0.676545,0.721695,0.0025,0.002477,251.68,0.15,1778.1407,1761.5167,1811.3885,1781.35,TIMEOUT,0.191275,0.11908,48.14,29.97,1.05,18.17,249.36,100670.15000000001,100700.12000000001,0.0,0.0,dec_20260713T104528375544
t01_00009,1,dev_wfo,2021-10-20 12:00:00+00:00,2021-10-20 14:00:00+00:00,LONG,,CONTINUATION,0.623221,0.704836,0.003,0.002954,302.1,0.23,1779.6573,1766.7259,1805.5202,1779.62,TIMEOUT,-0.002842,-0.094558,-0.86,-28.57,1.61,27.71,297.42,100700.12000000001,100671.56000000001,0.000284,0.000284,dec_20260713T104528402372
t01_00010,1,dev_wfo,2021-10-20 19:00:00+00:00,2021-10-20 21:00:00+00:00,LONG,,CONTINUATION,0.650678,0.705551,0.003,0.002906,302.01,0.15,1784.1807,1764.68,1823.1821,1786.3,TIMEOUT,0.105261,0.043111,31.79,13.02,1.05,18.77,292.51,100671.56000000001,100684.58000000002,0.000154,0.000154,dec_20260713T104528414595
t01_00011,1,dev_wfo,2021-10-21 04:00:00+00:00,2021-10-21 06:00:00+00:00,LONG,,CONTINUATION,0.69474,0.775707,0.003,0.002909,302.05,0.16,1784.5473,1766.2411,1821.1598,1786.22,TIMEOUT,0.088603,0.019493,26.76,5.89,1.12,20.87,292.9,100684.58000000002,100690.47000000002,0.0,9.6e-05,dec_20260713T104528423621
t01_00012,1,dev_wfo,2021-10-22 09:00:00+00:00,2021-10-22 11:00:00+00:00,LONG,,CONTINUATION,0.787851,0.906262,0.003,0.002922,302.07,0.23,1787.314,1774.5226,1812.8969,1791.08,TIMEOUT,0.286748,0.194008,86.62,58.6,1.61,28.01,294.2,100690.47000000002,100749.07,0.0,0.0,dec_20260713T104528497193
t01_00013,1,dev_wfo,2021-10-25 14:00:00+00:00,2021-10-25 16:00:00+00:00,LONG,,CONTINUATION,0.766928,0.884074,0.003,0.002936,302.25,0.19,1800.3973,1784.8313,1831.5295,1807.66,TIMEOUT,0.456545,0.375788,137.99,113.58,1.33,24.41,295.76,100749.07,100862.65000000001,0.0,0.0,dec_20260713T104528564681
t01_00014,1,dev_wfo,2021-10-25 15:00:00+00:00,2021-10-25 17:00:00+00:00,LONG,,CONTINUATION,0.771604,0.87066,0.003,0.00285,302.59,0.17,1802.3173,1785.4097,1836.1327,1806.99,TIMEOUT,0.262518,0.192591,79.44,58.28,1.19,21.16,287.43,100862.65000000001,100920.93000000001,0.0,0.0,dec_20260713T104528568165
t01_00015,1,dev_wfo,2021-10-28 05:00:00+00:00,2021-10-28 07:00:00+00:00,LONG,,CONTINUATION,0.62211,0.738997,0.0025,0.00249,252.3,0.16,1798.134,1782.4256,1829.5508,1800.9,TIMEOUT,0.17541,0.095632,44.26,24.13,1.12,20.13,251.33,100920.93000000001,100945.06000000001,0.0,0.0,dec_20260713T104528693687
t01_00016,1,dev_wfo,2021-10-28 06:00:00+00:00,2021-10-28 08:00:00+00:00,LONG,,CONTINUATION,0.662701,0.757661,0.0025,0.002378,252.36,0.16,1800.1907,1785.1896,1830.1928,1802.01,TIMEOUT,0.115348,0.03728,29.11,9.41,1.12,19.7,240.02,100945.06000000001,100954.46,0.0,0.0,dec_20260713T104528696874
t01_00017,1,dev_wfo,2021-11-01 11:00:00+00:00,2021-11-01 13:00:00+00:00,LONG,,CONTINUATION,0.63514,0.758431,0.0025,0.002422,252.39,0.19,1784.6373,1771.7659,1810.3802,1786.54,TIMEOUT,0.143233,0.049534,36.15,12.5,1.33,23.65,244.56,100954.46,100966.97000000002,0.0,0.0,dec_20260713T104528775227
t01_00018,1,dev_wfo,2021-11-01 13:00:00+00:00,2021-11-01 15:00:00+00:00,LONG,,CONTINUATION,0.573631,0.709694,0.0025,0.002432,252.42,0.17,1787.0273,1772.5814,1815.9191,1792.03,TIMEOUT,0.33692,0.254441,85.05,64.23,1.19,20.82,245.58,100966.97000000002,101031.19000000002,0.0,0.0,dec_20260713T104528781637
t01_00019,1,dev_wfo,2021-11-04 11:00:00+00:00,2021-11-04 13:00:00+00:00,LONG,,CONTINUATION,0.682656,0.682724,0.0025,0.002336,252.58,0.14,1776.9007,1760.0432,1810.6157,1780.78,TIMEOUT,0.215024,0.147882,54.31,37.35,0.98,16.96,236.0,101031.19000000002,101068.54000000001,0.0,0.0,dec_20260713T104528923177
t01_00020,1,dev_wfo,2021-11-04 12:00:00+00:00,2021-11-04 14:00:00+00:00,LONG,,CONTINUATION,0.623365,0.652771,0.0025,0.00241,252.67,0.15,1777.7707,1761.5355,1810.241,1792.5,TIMEOUT,0.874421,0.801322,220.94,202.47,1.05,18.47,243.53,101068.54000000001,101271.01000000001,0.0,0.0,dec_20260713T104528926643
t01_00021,1,dev_wfo,2021-11-05 04:00:00+00:00,2021-11-05 06:00:00+00:00,LONG,,CONTINUATION,0.72278,0.697195,0.003,0.002885,303.81,0.17,1793.5163,1776.3285,1827.892,1795.54,TIMEOUT,0.113236,0.041352,34.4,12.56,1.19,21.84,292.19,101271.01000000001,101283.58000000002,0.0,0.0,dec_20260713T104528938673
t01_00022,1,dev_wfo,2021-11-05 14:00:00+00:00,2021-11-05 16:00:00+00:00,LONG,,FAILED_BREAKOUT,0.772558,0.792886,0.0021,0.002077,212.7,0.13,1794.7973,1778.6175,1827.157,1801.89,TIMEOUT,0.433496,0.357424,92.2,76.02,0.91,16.18,210.34,101283.58000000002,101359.60000000002,0.0,0.0,dec_20260713T104528959800
t01_00023,1,dev_wfo,2021-11-08 04:00:00+00:00,2021-11-08 06:00:00+00:00,LONG,,CONTINUATION,0.604082,0.734161,0.003,0.002816,304.08,0.09,1817.244,1785.5251,1880.6819,1819.83,TIMEOUT,0.076539,0.039305,23.27,11.95,0.63,11.32,285.47,101359.60000000002,101371.55000000002,0.0,0.0,dec_20260713T104528968983
t01_00024,1,dev_wfo,2021-11-08 17:00:00+00:00,2021-11-08 19:00:00+00:00,LONG,,CONTINUATION,0.590765,0.660665,0.003,0.002891,304.11,0.18,1823.094,1806.8102,1855.6615,1823.45,TIMEOUT,0.021071,-0.049837,6.41,-15.16,1.26,21.56,293.11,101371.55000000002,101356.40000000001,0.00015,0.00015,dec_20260713T104528988352
t01_00025,1,dev_wfo,2021-11-11 06:00:00+00:00,2021-11-11 08:00:00+00:00,LONG,,PULLBACK,0.805797,0.76928,0.003,0.002837,304.07,0.09,1850.584,1818.6349,1914.4822,1852.26,TIMEOUT,0.049607,0.012372,15.08,3.76,0.63,11.32,287.54,101356.40000000001,101360.16000000002,0.0,0.000112,dec_20260713T104529085772
t01_00026,1,dev_wfo,2021-11-11 10:00:00+00:00,2021-11-11 12:00:00+00:00,LONG,,CONTINUATION,0.788074,0.671861,0.003,0.002954,304.08,0.13,1857.6707,1834.6373,1903.7375,1862.66,TIMEOUT,0.213304,0.158097,64.86,48.07,0.91,16.79,299.43,101360.16000000002,101408.23000000001,0.0,0.0,dec_20260713T104529097500
t01_00027,1,dev_wfo,2021-11-16 03:00:00+00:00,2021-11-16 05:00:00+00:00,LONG,,PULLBACK,0.552328,0.799706,0.003,0.002909,304.22,0.2,1864.844,1850.0928,1894.3465,1866.85,TIMEOUT,0.131878,0.049175,40.12,14.96,1.4,25.16,295.03,101408.23000000001,101423.19000000002,0.0,0.0,dec_20260713T104529214457
t01_00028,1,dev_wfo,2021-11-16 20:00:00+00:00,2021-11-16 22:00:00+00:00,LONG,,FAILED_BREAKOUT,0.70226,0.678466,0.0021,0.00206,212.99,0.08,1852.654,1826.537,1904.8879,1850.56,TIMEOUT,-0.078652,-0.125151,-16.75,-26.66,0.56,9.9,208.94,101423.19000000002,101396.54000000001,0.000263,0.000263,dec_20260713T104529252223
t01_00029,1,dev_wfo,2021-11-17 13:00:00+00:00,2021-11-17 15:00:00+00:00,LONG,,CONTINUATION,0.599485,0.830281,0.0025,0.002426,253.49,0.2,1860.2907,1847.9926,1884.8867,1862.14,TIMEOUT,0.14591,0.048759,36.99,12.36,1.4,24.63,245.96,101396.54000000001,101408.90000000001,0.0,0.000141,dec_20260713T104529278792
t01_00030,1,dev_wfo,2021-11-25 05:00:00+00:00,2021-11-25 07:00:00+00:00,LONG,,CONTINUATION,0.688439,0.653923,0.0025,0.002353,253.52,0.14,1793.2107,1776.1648,1827.3025,1792.9,TIMEOUT,-0.017156,-0.088466,-4.35,-22.43,0.98,18.08,238.64,101408.90000000001,101386.47000000002,0.000221,0.000362,dec_20260713T104529559177
t01_00031,1,dev_wfo,2021-12-01 15:00:00+00:00,2021-12-01 17:00:00+00:00,LONG,,CONTINUATION,0.575915,0.748677,0.0025,0.002261,253.47,0.09,1786.7173,1761.2488,1837.6545,1785.95,TIMEOUT,-0.027246,-0.072861,-6.91,-18.47,0.63,11.56,229.22,101386.47000000002,101368.00000000001,0.000182,0.000544,dec_20260713T104529857630
t01_00032,1,dev_wfo,2021-12-02 18:00:00+00:00,2021-12-02 20:00:00+00:00,LONG,,LIQUIDITY_SWEEP,0.690797,0.727856,0.0016,0.001401,162.19,0.06,1767.734,1744.0636,1815.0747,1764.38,TIMEOUT,-0.124077,-0.169135,-20.12,-27.43,0.42,7.31,142.02,101368.00000000001,101340.57,0.000271,0.000815,dec_20260713T104529924146
t01_00033,1,dev_wfo,2021-12-08 02:00:00+00:00,2021-12-08 04:00:00+00:00,LONG,,CONTINUATION,0.717004,0.744178,0.0007,0.000663,70.94,0.04,1785.3807,1768.5732,1818.9957,1789.96,TIMEOUT,0.258209,0.180885,18.32,12.83,0.28,5.49,67.23,101340.57,101353.40000000001,0.0,0.000688,dec_20260713T104530163085
t01_00034,1,dev_wfo,2021-12-08 04:00:00+00:00,2021-12-08 06:00:00+00:00,LONG,,CONTINUATION,0.698413,0.708372,0.003,0.002981,304.06,0.18,1787.374,1770.5883,1820.9454,1789.18,TIMEOUT,0.106913,0.027705,32.51,8.42,1.26,24.08,302.14,101353.40000000001,101361.82,0.0,0.000605,dec_20260713T104530172574
t01_00035,1,dev_wfo,2021-12-13 02:00:00+00:00,2021-12-13 04:00:00+00:00,LONG,,CONTINUATION,0.711807,0.752651,0.0025,0.002384,253.4,0.15,1783.8707,1767.7598,1816.0925,1785.76,TIMEOUT,0.111839,0.035399,28.34,8.97,1.05,19.37,241.66,101361.82,101370.79000000001,0.0,0.000517,dec_20260713T104530298628
t01_00036,1,dev_wfo,2021-12-16 07:00:00+00:00,2021-12-16 09:00:00+00:00,LONG,,CONTINUATION,0.740016,0.845308,0.0025,0.002459,253.43,0.1,1782.5473,1757.6241,1832.3938,1784.54,TIMEOUT,0.078628,0.025569,19.93,6.48,0.7,13.45,249.23,101370.79000000001,101377.27000000002,0.0,0.000453,dec_20260713T104530545051
t01_00037,1,dev_wfo,2021-12-16 09:00:00+00:00,2021-12-16 11:00:00+00:00,LONG,,CONTINUATION,0.67587,0.740365,0.0025,0.002365,253.44,0.1,1785.3873,1761.4155,1833.3309,1785.57,TIMEOUT,0.007207,-0.043482,1.83,-11.02,0.7,12.85,239.72,101377.27000000002,101366.25000000001,0.000109,0.000561,dec_20260713T104530550237
t01_00038,1,dev_wfo,2021-12-17 05:00:00+00:00,2021-12-17 07:00:00+00:00,LONG,,CONTINUATION,0.683176,0.709565,0.003,0.002959,304.1,0.19,1803.1207,1787.3335,1834.695,1805.06,TIMEOUT,0.121168,0.039237,36.85,11.93,1.33,24.92,299.96,101366.25000000001,101378.19000000002,0.0,0.000444,dec_20260713T104530555442
t01_00039,1,dev_wfo,2021-12-17 09:00:00+00:00,2021-12-17 11:00:00+00:00,LONG,,CONTINUATION,0.589901,0.802769,0.003,0.002966,304.13,0.26,1806.7007,1795.1342,1829.8335,1806.7,TIMEOUT,-5.7e-05,-0.112163,-0.02,-34.11,1.82,34.09,300.73,101378.19000000002,101344.07,0.000336,0.00078,dec_20260713T104530573821
t01_00040,1,dev_wfo,2021-12-22 20:00:00+00:00,2021-12-22 22:00:00+00:00,LONG,,CONTINUATION,0.70672,0.763783,0.0025,0.002362,253.36,0.17,1800.0907,1786.0098,1828.2525,1804.85,TIMEOUT,0.319343,0.238064,80.91,60.32,1.19,20.59,239.38,101344.07,101404.39000000001,0.0,0.000185,dec_20260713T104530765990
t01_00041,1,dev_wfo,2021-12-22 21:00:00+00:00,2021-12-22 23:00:00+00:00,LONG,,CONTINUATION,0.619119,0.703725,0.0025,0.002467,253.51,0.17,1802.4307,1787.7158,1831.8603,1803.57,TIMEOUT,0.076402,-0.004828,19.37,-1.22,1.19,20.59,250.15,101404.39000000001,101403.17000000001,1.2e-05,0.000197,dec_20260713T104530771120
t01_00042,1,dev_wfo,2021-12-23 18:00:00+00:00,2021-12-23 20:00:00+00:00,LONG,,CONTINUATION,0.636362,0.715129,0.003,0.00295,304.21,0.25,1806.544,1794.5783,1830.4754,1808.68,TIMEOUT,0.175537,0.075441,53.4,22.95,1.75,30.45,299.14,101403.17000000001,101426.12000000001,0.0,0.0,dec_20260713T104530817101
t01_00043,1,dev_wfo,2021-12-23 21:00:00+00:00,2021-12-23 23:00:00+00:00,LONG,,CONTINUATION,0.716332,0.811818,0.003,0.002912,304.28,0.24,1809.2907,1796.986,1833.9,1808.125,TIMEOUT,-0.091942,-0.187485,-27.98,-57.05,1.68,29.07,295.31,101426.12000000001,101369.07,0.000562,0.000562,dec_20260713T104530826604
t01_00044,1,dev_wfo,2021-12-28 11:00:00+00:00,2021-12-28 13:00:00+00:00,LONG,,BREAKOUT_RETEST,0.705185,0.756119,0.003,0.002945,304.11,0.3,1816.0007,1806.0501,1835.9017,1817.83,TIMEOUT,0.180461,0.064911,54.88,19.74,2.1,35.14,298.52,101369.07,101388.81000000001,0.0,0.000368,dec_20260713T104530910038
t01_00045,1,dev_wfo,2021-12-29 04:00:00+00:00,2021-12-29 06:00:00+00:00,LONG,,RANGE_EDGE_REJECTION,0.623078,0.658878,0.0021,0.002098,212.92,0.16,1806.4007,1793.1066,1832.9889,1805.79,TIMEOUT,-0.045889,-0.136915,-9.77,-29.15,1.12,19.38,212.71,101388.81000000001,101359.66000000002,0.000288,0.000655,dec_20260713T104530959540
t01_00046,1,dev_wfo,2021-12-29 13:00:00+00:00,2021-12-29 15:00:00+00:00,LONG,,LIQUIDITY_SWEEP,0.586355,0.65705,0.003,0.002908,304.08,0.26,1796.3273,1784.9891,1819.0038,1789.97,TIMEOUT,-0.543576,-0.64658,-165.29,-196.61,1.82,31.32,294.79,101359.66000000002,101163.04000000001,0.002227,0.002594,dec_20260713T104530977922
t01_00047,1,dev_wfo,2021-12-30 21:00:00+00:00,2021-12-30 23:00:00+00:00,LONG,,CONTINUATION,0.689228,0.822506,0.0014,0.001255,141.63,0.08,1814.3107,1798.4382,1846.0557,1814.96,TIMEOUT,0.036678,-0.030615,5.19,-4.34,0.56,9.53,126.98,101163.04000000001,101158.71,4.3e-05,0.002636,dec_20260713T104531029462
t01_00048,1,dev_wfo,2021-12-31 02:00:00+00:00,2021-12-31 04:00:00+00:00,LONG,,BREAKOUT_RETEST,0.727899,0.732533,0.0007,0.00059,70.81,0.04,1816.3807,1801.4605,1846.221,1817.84,TIMEOUT,0.082437,0.01062,5.84,0.75,0.28,5.09,59.68,101158.71,101159.46,0.0,0.002629,dec_20260713T104531034775
t01_00049,1,dev_wfo,2021-12-31 07:00:00+00:00,2021-12-31 09:00:00+00:00,LONG,,CONTINUATION,0.799073,0.882429,0.003,0.002959,303.48,0.25,1818.1707,1806.1971,1842.1178,1816.77,TIMEOUT,-0.115384,-0.213523,-35.02,-64.8,1.75,29.78,299.34,101159.46,101094.66000000002,0.000641,0.003268,dec_20260713T104531057602
t01_00050,1,dev_wfo,2022-01-04 16:00:00+00:00,2022-01-04 18:00:00+00:00,LONG,,CONTINUATION,0.697775,0.744377,0.0025,0.002484,252.74,0.16,1807.8707,1792.1746,1839.2628,1812.61,TIMEOUT,0.300029,0.217014,75.83,54.85,1.12,20.98,251.14,101094.66000000002,101149.51000000001,0.0,0.002727,dec_20260713T104531152843
t01_00051,1,dev_wfo,2022-01-04 17:00:00+00:00,2022-01-04 19:00:00+00:00,LONG,,CONTINUATION,0.625112,0.708987,0.0025,0.002463,252.87,0.15,1812.3307,1795.7217,1845.5485,1813.6,TIMEOUT,0.075296,-0.002491,19.04,-0.63,1.05,19.67,249.13,101149.51000000001,101148.88000000002,6e-06,0.002733,dec_20260713T104531158016
t01_00052,1,dev_wfo,2022-01-05 11:00:00+00:00,2022-01-05 13:00:00+00:00,LONG,,PULLBACK,0.706451,0.682076,0.003,0.002967,303.45,0.34,1817.4807,1808.6539,1835.1342,1818.75,TIMEOUT,0.142222,-0.004706,43.16,-1.43,2.38,44.59,300.11,101148.88000000002,101147.45000000001,1.4e-05,0.002747,dec_20260713T104531184977
t01_00053,1,dev_wfo,2022-01-11 03:00:00+00:00,2022-01-11 05:00:00+00:00,LONG,,CONTINUATION,0.649152,0.802229,0.0016,0.001441,161.84,0.09,1803.3707,1787.1707,1835.7707,1806.04,TIMEOUT,0.148443,0.075519,24.02,12.22,0.63,11.8,145.8,101147.45000000001,101159.67000000001,0.0,0.002627,dec_20260713T104531493082
t01_00054,1,dev_wfo,2022-01-11 05:00:00+00:00,2022-01-11 07:00:00+00:00,LONG,,CONTINUATION,0.68389,0.686417,0.003,0.002898,303.48,0.21,1805.8307,1791.8714,1833.7492,1808.56,TIMEOUT,0.188863,0.098122,57.32,29.78,1.47,27.54,293.15,101159.67000000001,101189.45000000001,0.0,0.002333,dec_20260713T104531498418
t01_00055,1,dev_wfo,2022-01-13 18:00:00+00:00,2022-01-13 20:00:00+00:00,LONG,,FAILED_BREAKOUT,0.625167,0.841316,0.0021,0.002051,212.5,0.13,1815.3107,1799.3471,1847.2378,1820.52,TIMEOUT,0.318689,0.237242,67.72,50.41,0.91,17.31,207.53,101189.45000000001,101239.86000000002,0.0,0.001836,dec_20260713T104531681754
t01_00056,1,dev_wfo,2022-01-18 14:00:00+00:00,2022-01-18 16:00:00+00:00,LONG,,LIQUIDITY_SWEEP,0.710846,0.737956,0.003,0.002968,303.72,0.19,1813.6707,1797.8578,1845.2964,1818.31,TIMEOUT,0.290226,0.220703,88.15,67.03,1.33,21.12,300.44,101239.86000000002,101306.90000000001,0.0,0.001175,dec_20260713T104531954957
t01_00057,1,dev_wfo,2022-01-18 15:00:00+00:00,2022-01-18 17:00:00+00:00,LONG,,FAILED_BREAKOUT,0.706713,0.810636,0.0021,0.002014,212.74,0.12,1815.6707,1798.6687,1849.6746,1819.91,TIMEOUT,0.239128,0.164031,50.87,34.9,0.84,15.98,204.02,101306.90000000001,101341.79000000001,0.0,0.000831,dec_20260713T104531960074
t01_00058,1,dev_wfo,2022-01-19 15:00:00+00:00,2022-01-19 17:00:00+00:00,LONG,,CONTINUATION,0.842737,0.89571,0.0025,0.002436,253.35,0.19,1818.7707,1805.7789,1844.7542,1838.81,TIMEOUT,1.502851,1.403008,380.75,355.45,1.33,25.3,246.84,101341.79000000001,101697.24000000002,0.0,0.0,dec_20260713T104532003719
t01_00059,1,dev_wfo,2022-01-19 16:00:00+00:00,2022-01-19 18:00:00+00:00,LONG,,CONTINUATION,0.849198,0.830076,0.0025,0.002373,254.24,0.15,1825.1507,1809.0632,1857.3257,1840.78,TIMEOUT,0.922121,0.843573,234.44,214.47,1.05,19.97,241.31,101697.24000000002,101911.71,0.0,0.0,dec_20260713T104532013222
t01_00060,1,dev_wfo,2022-01-20 04:00:00+00:00,2022-01-20 06:00:00+00:00,LONG,,CONTINUATION,0.69092,0.760068,0.003,0.002848,305.74,0.14,1841.9807,1821.2478,1883.4464,1840.426,TIMEOUT,-0.071189,-0.132152,-21.77,-40.4,0.98,18.64,290.26,101911.71,101871.31000000001,0.000396,0.000396,dec_20260713T104532031885
t01_00061,1,dev_wfo,2022-01-26 22:00:00+00:00,2022-01-27 01:00:00+00:00,SHORT,,CONTINUATION,0.403929,0.762085,0.003,0.002753,305.61,0.11,1818.9343,1844.4333,1767.9365,1821.88,TIMEOUT,-0.106025,-0.147466,-32.4,-45.07,0.77,12.66,280.49,101871.31000000001,101826.24000000002,0.000442,0.000839,dec_20260713T104532325240
t01_00062,1,dev_wfo,2022-01-27 16:00:00+00:00,2022-01-27 18:00:00+00:00,LONG,,LIQUIDITY_SWEEP,0.590242,0.750873,0.0016,0.001488,162.92,0.07,1800.1207,1778.4737,1843.4146,1793.33,TIMEOUT,-0.291767,-0.339516,-47.53,-55.31,0.49,7.78,151.53,101826.24000000002,101770.93000000001,0.000543,0.001381,dec_20260713T104532379414
t01_00063,1,dev_wfo,2022-01-28 14:00:00+00:00,2022-01-28 16:00:00+00:00,LONG,,LIQUIDITY_SWEEP,0.741366,0.679671,0.0007,0.000577,71.24,0.04,1786.2273,1771.5547,1815.5727,1786.12,TIMEOUT,-0.006027,-0.074789,-0.43,-5.33,0.28,4.9,58.69,101770.93000000001,101765.60000000002,5.2e-05,0.001434,dec_20260713T104532427559
t02_00001,2,dev_wfo,2023-06-14 13:00:00+00:00,2023-06-14 15:00:00+00:00,LONG,,CONTINUATION,0.769954,0.715581,0.0025,0.002442,254.41,0.17,1951.9907,1937.3698,1981.2325,1957.02,TIMEOUT,0.336066,0.253787,85.5,64.57,1.19,20.93,248.56,103531.09,103595.65999999999,0.0,0.0,dec_20260713T104556224849
t02_00002,2,dev_wfo,2023-06-16 02:00:00+00:00,2023-06-16 04:00:00+00:00,LONG,,CONTINUATION,0.662321,0.700426,0.0025,0.002314,254.58,0.08,1959.1773,1929.7266,2018.0788,1959.32,TIMEOUT,0.004483,-0.03463,1.14,-8.82,0.56,9.96,235.61,103595.65999999999,103586.84,8.7e-05,8.7e-05,dec_20260713T104556305177
t02_00003,2,dev_wfo,2023-06-19 09:00:00+00:00,2023-06-19 11:00:00+00:00,LONG,,FAILED_BREAKOUT,0.692507,0.744528,0.0021,0.002069,213.82,0.22,1955.2107,1945.6371,1974.3578,1956.45,TIMEOUT,0.127515,0.000823,27.27,0.18,1.54,27.09,210.62,103586.84,103587.01999999999,0.0,8.5e-05,dec_20260713T104556377964
t02_00004,2,dev_wfo,2023-06-19 14:00:00+00:00,2023-06-19 16:00:00+00:00,LONG,,FAILED_BREAKOUT,0.754641,0.782856,0.0021,0.002059,213.83,0.17,1950.3607,1938.0257,1975.0307,1952.02,TIMEOUT,0.131921,0.034027,28.21,7.28,1.19,20.93,209.7,103587.01999999999,103594.29,0.0,1.3e-05,dec_20260713T104556388690
t02_00005,2,dev_wfo,2023-06-23 15:00:00+00:00,2023-06-23 17:00:00+00:00,LONG,,CONTINUATION,0.928876,0.891152,0.0025,0.002398,254.57,0.12,1919.8407,1899.4878,1960.5464,1926.98,TIMEOUT,0.336536,0.278493,85.67,70.9,0.84,14.78,244.23,103594.29,103665.18999999999,0.0,0.0,dec_20260713T104556583964
t02_00006,2,dev_wfo,2023-06-26 02:00:00+00:00,2023-06-26 04:00:00+00:00,LONG,,CONTINUATION,0.639226,0.676048,0.0025,0.002466,254.75,0.11,1925.3407,1902.5007,1971.0207,1925.3,TIMEOUT,-0.001756,-0.054924,-0.45,-13.99,0.77,13.54,251.24,103665.18999999999,103651.19999999998,0.000137,0.000137,dec_20260713T104556605622
t02_00007,2,dev_wfo,2023-06-26 09:00:00+00:00,2023-06-26 11:00:00+00:00,LONG,,CONTINUATION,0.770413,0.780286,0.003,0.002946,305.66,0.26,1927.4507,1915.9057,1950.5407,1931.74,TIMEOUT,0.364859,0.260119,111.52,79.51,1.82,32.01,300.17,103651.19999999998,103730.69999999998,0.0,0.0,dec_20260713T104556614482
t02_00008,2,dev_wfo,2023-06-27 13:00:00+00:00,2023-06-27 15:00:00+00:00,LONG,,FAILED_BREAKOUT,0.7291,0.788,0.0021,0.002038,214.13,0.14,1924.7007,1909.8546,1954.3928,1926.24,TIMEOUT,0.100643,0.020137,21.55,4.31,0.98,17.24,207.84,103730.69999999998,103735.01999999999,0.0,0.0,dec_20260713T104556649601
t02_00009,2,dev_wfo,2023-06-30 22:00:00+00:00,2023-07-03 01:00:00+00:00,LONG,,CONTINUATION,0.699735,0.717599,0.003,0.002988,305.91,0.15,1919.665,1899.3559,1960.2832,1919.21,TIMEOUT,-0.02231,-0.083603,-6.82,-25.57,1.05,18.75,304.64,103735.01999999999,103709.43999999999,0.000251,0.000251,dec_20260713T104556849098
t02_00010,2,dev_wfo,2023-07-04 07:00:00+00:00,2023-07-04 09:00:00+00:00,LONG,,CONTINUATION,0.746299,0.817705,0.003,0.002971,305.83,0.26,1923.634,1911.9863,1946.9294,1927.51,TIMEOUT,0.329516,0.224268,100.78,68.59,1.82,32.19,302.84,103709.43999999999,103778.02999999998,0.0,0.0,dec_20260713T104556920235
