trade_id,fold,segment,timestamp_entry,timestamp_exit,direction,regime,setup,alpha_proba,meta_proba,approved_risk,actual_risk_percent,risk_amount,lot_size,entry_price,sl_price,tp_price,exit_price,exit_reason,r_gross,r_net,pnl_gross,pnl_net,commission,total_cost,monetary_loss_at_sl,equity_before,equity_after,daily_dd_before,total_dd_before,decision_id
t99_00071,99,retrospective_2026,2026-05-08 14:00:00+00:00,2026-05-08 16:00:00+00:00,LONG,,CONTINUATION,0.83664,0.842021,0.003,0.002306,309.01,0.03,4720.6825,4641.5198,4879.0079,4747.985,TIMEOUT,0.265064,0.250162,81.91,77.3,0.21,4.6,237.49,103004.11,103081.41,0.0,0.0,dec_20260713T104642638223
t99_00072,99,retrospective_2026,2026-05-08 22:00:00+00:00,2026-05-11 01:00:00+00:00,LONG,,CONTINUATION,0.727956,0.822328,0.003,0.002685,309.24,0.04,4722.7,4653.5121,4861.0757,4691.73,TIMEOUT,-0.400595,-0.421679,-123.88,-130.4,0.28,6.52,276.75,103081.41,102951.01,0.001265,0.001265,dec_20260713T104642668481
t99_00073,99,retrospective_2026,2026-05-11 23:00:00+00:00,2026-05-12 02:00:00+00:00,LONG,,CONTINUATION,0.807273,0.811301,0.0025,0.001884,257.38,0.02,4734.5325,4637.5621,4928.4732,4767.395,TIMEOUT,0.255362,0.242268,65.73,62.36,0.14,3.37,193.94,102951.01,103013.37,0.0,0.00066,dec_20260713T104642721344
t99_00074,99,retrospective_2026,2026-05-12 01:00:00+00:00,2026-05-12 03:00:00+00:00,LONG,,CONTINUATION,0.893236,0.886993,0.0025,0.001914,257.53,0.02,4738.9075,4640.3141,4936.0943,4749.31,TIMEOUT,0.080787,0.067623,20.81,17.42,0.14,3.39,197.19,103013.37,103030.78,0.0,0.000491,dec_20260713T104642726278
t99_00075,99,retrospective_2026,2026-05-18 15:00:00+00:00,2026-05-18 17:00:00+00:00,LONG,,CONTINUATION,0.678789,0.708232,0.0025,0.001911,257.58,0.02,4551.3725,4452.9039,4748.3096,4546.625,TIMEOUT,-0.036862,-0.048781,-9.49,-12.56,0.14,3.07,196.94,103030.78,103018.22,0.000122,0.000613,dec_20260713T104643031536
t99_00076,99,retrospective_2026,2026-05-18 23:00:00+00:00,2026-05-19 02:00:00+00:00,LONG,,CONTINUATION,0.782574,0.816196,0.0025,0.002487,257.55,0.03,4559.5875,4474.1755,4730.4114,4581.775,TIMEOUT,0.258445,0.238818,66.56,61.51,0.21,5.05,256.24,103018.22,103079.73,0.0,1.6e-05,dec_20260713T104643053174
t99_00077,99,retrospective_2026,2026-05-20 20:00:00+00:00,2026-05-20 22:00:00+00:00,LONG,,CONTINUATION,0.718419,0.75436,0.0025,0.001844,257.7,0.02,4535.2125,4440.1793,4725.2789,4545.71,TIMEOUT,0.081471,0.069558,21.0,17.93,0.14,3.07,190.07,103079.73,103097.65,0.0,0.0,dec_20260713T104643191115
t99_00078,99,retrospective_2026,2026-05-25 03:00:00+00:00,2026-05-25 05:00:00+00:00,LONG,,FAIR_VALUE_GAP,0.673869,0.727792,0.0021,0.001896,216.51,0.03,4567.675,4502.5087,4698.0075,4561.33,TIMEOUT,-0.087917,-0.109394,-19.03,-23.68,0.21,4.65,195.5,103097.65,103073.97,0.00023,0.00023,dec_20260713T104643326940
t99_00079,99,retrospective_2026,2026-05-27 01:00:00+00:00,2026-05-27 03:00:00+00:00,LONG,,FAIR_VALUE_GAP,0.852511,0.871603,0.003,0.002482,309.22,0.04,4505.05,4441.0866,4632.9768,4515.09,TIMEOUT,0.129875,0.108919,40.16,33.68,0.28,6.48,255.85,103073.97,103107.65,0.0,0.0,dec_20260713T104643459989
t99_00080,99,retrospective_2026,2026-05-29 05:00:00+00:00,2026-05-29 07:00:00+00:00,LONG,,CONTINUATION,0.736187,0.722879,0.0025,0.00217,257.77,0.02,4507.2325,4395.3782,4730.9411,4514.14,TIMEOUT,0.053594,0.04184,13.81,10.78,0.14,3.03,223.71,103107.65,103118.43,0.0,0.0,dec_20260713T104643610042
t99_00081,99,retrospective_2026,2026-05-29 08:00:00+00:00,2026-05-29 10:00:00+00:00,LONG,,CONTINUATION,0.739448,0.799926,0.003,0.002775,309.36,0.04,4514.875,4443.3445,4657.9361,4524.77,TIMEOUT,0.127942,0.108417,39.58,33.54,0.28,6.04,286.12,103118.43,103151.97,0.0,0.0,dec_20260713T104643623319
t99_00082,99,retrospective_2026,2026-06-02 08:00:00+00:00,2026-06-02 10:00:00+00:00,LONG,,CONTINUATION,0.783608,0.828977,0.0025,0.002254,257.88,0.03,4518.0725,4440.5546,4673.1082,4535.045,TIMEOUT,0.197446,0.180171,50.92,46.46,0.21,4.46,232.55,103151.97,103198.43,0.0,0.0,dec_20260713T104643716358
t99_00083,99,retrospective_2026,2026-06-04 02:00:00+00:00,2026-06-04 04:00:00+00:00,LONG,,RANGE_EDGE_REJECTION,0.607876,0.686311,0.0021,0.002074,216.72,0.03,4449.84,4378.4864,4592.5471,4465.895,TIMEOUT,0.222245,0.197467,48.17,42.8,0.21,5.37,214.06,103198.43,103241.23,0.0,0.0,dec_20260713T104643842147
t99_00084,99,retrospective_2026,2026-06-04 13:00:00+00:00,2026-06-04 15:00:00+00:00,LONG,,CONTINUATION,0.879962,0.878764,0.0025,0.002357,258.1,0.03,4471.005,4389.8952,4633.2246,4504.1375,TIMEOUT,0.385112,0.36791,99.4,94.96,0.21,4.44,243.33,103241.23,103336.19,0.0,0.0,dec_20260713T104643880018
t99_00085,99,retrospective_2026,2026-06-08 02:00:00+00:00,2026-06-08 04:00:00+00:00,LONG,,LIQUIDITY_SWEEP,0.619063,0.671958,0.003,0.002882,310.01,0.02,4318.0925,4169.1866,4615.9043,4325.485,TIMEOUT,0.047692,0.036305,14.79,11.26,0.14,3.53,297.81,103336.19,103347.44,0.0,0.0,dec_20260713T104643958490
t99_00086,99,retrospective_2026,2026-06-09 07:00:00+00:00,2026-06-09 09:00:00+00:00,LONG,,CONTINUATION,0.67222,0.762427,0.0025,0.002092,258.37,0.04,4337.06,4282.997,4445.1861,4330.69,TIMEOUT,-0.098618,-0.12215,-25.48,-31.56,0.28,6.08,216.25,103347.44,103315.88,0.000305,0.000305,dec_20260713T104644054167
t99_00087,99,retrospective_2026,2026-06-09 14:00:00+00:00,2026-06-09 14:00:00+00:00,LONG,,CONTINUATION,0.755985,0.789411,0.0025,0.002276,258.29,0.04,4339.8125,4281.0202,4457.3971,4281.0202,SL_HIT,-0.910485,-0.933018,-235.17,-240.99,0.28,5.82,235.17,103315.88,103074.89,0.002637,0.002637,dec_20260713T104644071480
t99_00088,99,retrospective_2026,2026-06-11 19:00:00+00:00,2026-06-11 21:00:00+00:00,LONG,,PULLBACK,0.923746,0.931961,0.0014,0.001145,144.3,0.01,4089.645,3971.627,4325.6811,4161.85,TIMEOUT,0.500381,0.490194,72.21,70.74,0.07,1.47,118.02,103074.89,103145.63,0.0,0.001953,dec_20260713T104644194962
t99_00089,99,retrospective_2026,2026-06-11 21:00:00+00:00,2026-06-11 23:00:00+00:00,LONG,,CONTINUATION,0.796962,0.932982,0.0025,0.00148,257.86,0.01,4152.5125,3999.8998,4457.7379,4212.23,TIMEOUT,0.231589,0.225946,59.72,58.26,0.07,1.46,152.61,103145.63,103203.89,0.0,0.001389,dec_20260713T104644200676
t99_00090,99,retrospective_2026,2026-06-15 02:00:00+00:00,2026-06-15 04:00:00+00:00,LONG,,BREAKOUT,0.553966,0.802561,0.003,0.002781,309.61,0.03,4286.44,4190.7645,4477.7911,4316.845,TIMEOUT,0.294613,0.278043,91.22,86.09,0.21,5.13,287.03,103203.89,103289.97,0.0,0.000556,dec_20260713T104644288554
t99_00091,99,retrospective_2026,2026-06-15 12:00:00+00:00,2026-06-15 14:00:00+00:00,LONG,,CONTINUATION,0.634085,0.656313,0.003,0.002674,309.87,0.03,4334.9625,4242.9009,4519.0857,4335.295,TIMEOUT,0.003219,-0.010867,1.0,-3.37,0.21,4.37,276.18,103289.97,103286.61,3.3e-05,0.000589,dec_20260713T104644319611
